nonstationary level,time series length,observation noise,process noise,evidence,significance_level,bayes factor error
2,200,0.1,0.1,170.2240080588461,1.0,nan
0,100,0.0,0.1,-18.807447186651753,-74.98794831624065,nan
1,100,0.0,0.1,84.30286150040047,0.9999999962870949,nan
2,100,0.0,0.1,261.4786066286522,1.0,nan
0,100,0.1,0.1,-18.334290133129567,-67.14421819309915,nan
1,100,0.1,0.1,0.909194768996696,0.18888856686970157,nan
2,100,0.1,0.1,73.13390304986845,0.9999999514029737,nan
0,100,0.2,0.1,-18.77575315811205,-74.43542054137227,nan
1,100,0.2,0.1,18.47605638540972,0.9857965331674572,nan
2,100,0.2,0.1,7.421584232692116,0.8189320533058735,nan
0,100,0.3,0.1,-18.787760349662303,-74.64426980165122,nan
1,100,0.3,0.1,-18.342581307120163,-67.27443749284282,nan
2,100,0.3,0.1,43.283641424673725,0.9999530499717918,nan
0,100,0.1,0.0,-18.737906902335283,-73.7809004443963,nan
1,100,0.1,0.0,-5.215172366802701,-2.3228997318053914,nan
2,100,0.1,0.0,132.512818542089,0.9999999999999439,nan
0,100,0.1,0.1,-18.786909667831605,-74.62945430047554,nan
1,100,0.1,0.1,7.463509687054868,0.8206716174885331,nan
2,100,0.1,0.1,-10.238796156224886,-9.565246049932968,nan
0,100,0.1,0.2,-18.77788658869558,-74.47248658196162,nan
1,100,0.1,0.2,3.0152506155509027,0.5005696409329978,nan
2,100,0.1,0.2,58.508435234747864,0.9999985902033426,nan
0,50,0.1,0.1,-17.905690587316357,-60.74034596339499,nan
1,50,0.1,0.1,-10.596429118177063,-10.472099678243282,nan
2,50,0.1,0.1,-7.735175454590642,-4.9363233040112755,nan
0,100,0.1,0.1,-16.457595330281954,-43.23433809312374,nan
1,100,0.1,0.1,-7.5656318755520955,-4.709041336681167,nan
2,100,0.1,0.1,50.90003172515792,0.9999918717542153,nan
0,200,0.1,0.1,-18.760957669546524,-74.1788653832045,nan
1,200,0.1,0.1,51.601226171616695,0.9999930836433061,nan
2,200,0.1,0.1,197.6773674227423,1.0,nan
0,100,0.0,0.1,-18.670018930722602,-72.62103065989953,nan
1,100,0.0,0.1,128.1778330669876,0.9999999999998479,nan
2,100,0.0,0.1,101.912395723501,0.9999999999356186,nan
0,100,0.1,0.1,-18.771563618816288,-74.36268480957901,nan
1,100,0.1,0.1,-3.458346307725164,-1.21735194303626,nan
2,100,0.1,0.1,76.70660903365183,0.9999999786528896,nan
0,100,0.2,0.1,-16.809745887953586,-46.97053795529074,nan
1,100,0.2,0.1,-18.29533494375648,-66.53571379941793,nan
2,100,0.2,0.1,15.302211752915492,0.970502933675545,nan
0,100,0.3,0.1,-18.736836597127933,-73.76247319544534,nan
1,100,0.3,0.1,-5.479245096630352,-2.531217837957795,nan
2,100,0.3,0.1,25.14782496313535,0.9969435485357294,nan
0,100,0.1,0.0,-18.340904755612204,-67.24808589857243,nan
1,100,0.1,0.0,-13.821192487062785,-23.105672320812833,nan
2,100,0.1,0.0,123.3088845424225,0.9999999999995333,nan
0,100,0.1,0.1,-18.807086727493992,-74.98164167032834,nan
1,100,0.1,0.1,-5.513941859107226,-2.5595425265965805,nan
2,100,0.1,0.1,61.99892946933279,0.9999993688871062,nan
0,100,0.1,0.2,-18.794300569190945,-74.75827144236438,nan
1,100,0.1,0.2,9.542128864878784,0.8888813098119197,nan
2,100,0.1,0.2,54.72081051198969,0.9999966277563248,nan
0,50,0.1,0.1,-18.721030622683156,-73.49087269563762,nan
1,50,0.1,0.1,-9.551978602696728,-8.019819780777286,nan
2,50,0.1,0.1,38.7984834934318,0.9998681282860917,nan
0,100,0.1,0.1,-18.71118395808684,-73.3221724730143,nan
1,100,0.1,0.1,4.639301026847281,0.656386753882566,nan
2,100,0.1,0.1,83.94718973231937,0.9999999959702229,nan
0,200,0.1,0.1,-18.783664147715278,-74.57295687019476,nan
1,200,0.1,0.1,36.77424714557881,0.999789827792662,nan
2,200,0.1,0.1,203.4030447055844,1.0,nan
0,100,0.0,0.1,-18.808072305762888,-74.99888673234133,nan
1,100,0.0,0.1,56.02111090547457,0.9999975002941335,nan
2,100,0.0,0.1,216.64704115628723,1.0,nan
0,100,0.1,0.1,-17.230790224385938,-51.85414142492164,nan
1,100,0.1,0.1,-9.919959312427526,-8.817387454005965,nan
2,100,0.1,0.1,91.97865391959499,0.9999999993659338,nan
0,100,0.2,0.1,-18.764930698386372,-74.24767225913246,nan
1,100,0.2,0.1,-15.62559448378153,-35.52241175181258,nan
2,100,0.2,0.1,57.99205915414977,0.9999984122062628,nan
0,100,0.3,0.1,-18.734948560494868,-73.72997828334373,nan
1,100,0.3,0.1,-18.094434353430692,-63.48273289044451,nan
2,100,0.3,0.1,0.47412016427250375,0.10342219505234207,nan
0,100,0.1,0.0,-18.783932617753997,-74.57762874668077,nan
1,100,0.1,0.0,8.726764921892354,0.8659325009925397,nan
2,100,0.1,0.0,65.93297689610323,0.9999997449047862,nan
0,100,0.1,0.1,-18.76033278053336,-74.16804897421267,nan
1,100,0.1,0.1,-9.612711187378721,-8.146840767275375,nan
2,100,0.1,0.1,96.76244861034155,0.999999999789256,nan
0,100,0.1,0.2,-18.756403453096155,-74.10007060590169,nan
1,100,0.1,0.2,-14.758626122293252,-28.913181922796195,nan
2,100,0.1,0.2,84.48905405945587,0.9999999964429122,nan
0,50,0.1,0.1,-18.787433233268153,-74.63857238896549,nan
1,50,0.1,0.1,-18.457887100590547,-69.11141142524552,nan
2,50,0.1,0.1,18.03250162558375,0.9842692352097933,nan
0,100,0.1,0.1,-18.770040279333074,-74.33625508822209,nan
1,100,0.1,0.1,4.615281243417517,0.6544810465014885,nan
2,100,0.1,0.1,66.83001600079237,0.9999997925094127,nan
0,200,0.1,0.1,-18.792183438894302,-74.72134925001514,nan
1,200,0.1,0.1,29.498618203594255,0.9988776244958611,nan
2,200,0.1,0.1,169.99588874578137,1.0,nan
0,100,0.0,0.1,-18.808092211901787,-74.99923507843496,nan
1,100,0.0,0.1,106.50985742014156,0.9999999999776635,nan
2,100,0.0,0.1,95.4955139829463,0.9999999997178705,nan
0,100,0.1,0.1,-18.798812972878277,-74.8370266590548,nan
1,100,0.1,0.1,-7.05656889600262,-4.077581343672553,nan
2,100,0.1,0.1,55.00433955098083,0.9999968408805682,nan
0,100,0.2,0.1,-18.798118684072314,-74.82490387315457,nan
1,100,0.2,0.1,-16.767497861085953,-46.5061445762609,nan
2,100,0.2,0.1,32.552981589175324,0.999444477260192,nan
0,100,0.3,0.1,-18.757997133698417,-74.12763427369836,nan
1,100,0.3,0.1,-16.69552936804445,-45.72539019783913,nan
2,100,0.3,0.1,-17.846294250114745,-59.901701316060716,nan
0,100,0.1,0.0,-18.796077138859015,-74.78926823943799,nan
1,100,0.1,0.0,10.179531157846933,0.9040495790898624,nan
2,100,0.1,0.0,109.52554114237493,0.9999999999888456,nan
0,100,0.1,0.1,-18.617107261320175,-71.72952080486432,nan
1,100,0.1,0.1,-13.242954143920544,-20.100629621102886,nan
2,100,0.1,0.1,85.10951894774708,0.9999999969164706,nan
0,100,0.1,0.2,-18.776981375287253,-74.4567572576862,nan
1,100,0.1,0.2,11.245419310363767,0.9249314427905374,nan
2,100,0.1,0.2,98.5751771774828,0.9999999998611704,nan
0,50,0.1,0.1,-18.70307561784595,-73.18354136487065,nan
1,50,0.1,0.1,-12.182864830197651,-15.53051876854375,nan
2,50,0.1,0.1,53.878476856182644,0.999995905957805,nan
0,100,0.1,0.1,-18.784719307430837,-74.59132026894038,nan
1,100,0.1,0.1,-3.4018552772017685,-1.188696420850028,nan
2,100,0.1,0.1,104.74044139784839,0.9999999999664296,nan
0,200,0.1,0.1,-18.744446369791298,-73.89358795272499,nan
1,200,0.1,0.1,19.935416638148006,0.9898501800986641,nan
2,200,0.1,0.1,164.99380352521501,1.0,nan
0,100,0.0,0.1,-18.808043763045355,-74.9983872538264,nan
1,100,0.0,0.1,79.85128105881006,0.9999999896516313,nan
2,100,0.0,0.1,208.5533766261543,1.0,nan
0,100,0.1,0.1,-18.8060269685777,-74.96310300545181,nan
1,100,0.1,0.1,6.914550656442671,0.7965091272848006,nan
2,100,0.1,0.1,100.54127100280161,0.9999999999117178,nan
0,100,0.2,0.1,-18.7845999494258,-74.58924280639367,nan
1,100,0.2,0.1,-9.478482717251817,-7.868461229051984,nan
2,100,0.2,0.1,8.481166541973508,0.858132359479447,nan
0,100,0.3,0.1,-18.67278323574821,-72.66790571245603,nan
1,100,0.3,0.1,-16.46905722759643,-43.351235521166004,nan
2,100,0.3,0.1,-8.752761880971345,-6.503712536730188,nan
0,100,0.1,0.0,-18.707012095021266,-73.25081235607578,nan
1,100,0.1,0.0,1.9339395414302716,0.35937180918598044,nan
2,100,0.1,0.0,171.0845474810896,1.0,nan
0,100,0.1,0.1,-18.79579759679433,-74.78439007322272,nan
1,100,0.1,0.1,-2.303815887916025,-0.6997364541128925,nan
2,100,0.1,0.1,69.25706791737673,0.9999998813430425,nan
0,100,0.1,0.2,-18.778536001664502,-74.4837730427207,nan
1,100,0.1,0.2,-13.889392008718461,-23.48720408827324,nan
2,100,0.1,0.2,84.02214664685903,0.9999999960391779,nan
0,50,0.1,0.1,-18.78291810435408,-74.55997584861444,nan
1,50,0.1,0.1,-17.896251732375113,-60.60630664771022,nan
2,50,0.1,0.1,5.717280607902976,0.7319153553314275,nan
0,100,0.1,0.1,-18.760082269451487,-74.16371323268832,nan
1,100,0.1,0.1,-13.411097674642821,-20.933592344911794,nan
2,100,0.1,0.1,73.12298115449472,0.9999999512806053,nan
0,200,0.1,0.1,-18.803771719866386,-74.92366635043645,nan
1,200,0.1,0.1,27.790246840928297,0.9983366818907008,nan
2,200,0.1,0.1,191.62546887114934,1.0,nan
0,100,0.0,0.1,-18.79338492418048,-74.74230062668926,nan
1,100,0.0,0.1,113.29909536371098,0.9999999999953216,nan
2,100,0.0,0.1,242.2226460451638,1.0,nan
0,100,0.1,0.1,-18.772420657962424,-74.37755839124831,nan
1,100,0.1,0.1,-14.649246789861301,-28.169210796284172,nan
2,100,0.1,0.1,132.0054802655881,0.9999999999999369,nan
0,100,0.2,0.1,-18.593934760463494,-71.34249385096624,nan
1,100,0.2,0.1,4.82406250018383,0.6706984689028095,nan
2,100,0.2,0.1,-5.80075923923901,-2.8025586733341923,nan
0,100,0.3,0.1,-18.78937970160481,-74.67248050670469,nan
1,100,0.3,0.1,-17.539504710552382,-55.747988369608514,nan
2,100,0.3,0.1,50.404924321468215,0.9999908902267353,nan
0,100,0.1,0.0,-18.794494546555207,-74.76165525648521,nan
1,100,0.1,0.0,6.566478029395743,0.7795286318962236,nan
2,100,0.1,0.0,68.78442829687488,0.9999998677008145,nan
0,100,0.1,0.1,-17.61673671852815,-56.76618301582617,nan
1,100,0.1,0.1,-16.945121198871426,-48.489392176761655,nan
2,100,0.1,0.1,46.19467064936408,0.9999759822159827,nan
0,100,0.1,0.2,-18.68905705770406,-72.94447090321374,nan
1,100,0.1,0.2,-5.615355372720217,-2.6436406388293516,nan
2,100,0.1,0.2,97.25719382932093,0.9999999998119469,nan
0,50,0.1,0.1,-18.79636619023119,-74.79431267862306,nan
1,50,0.1,0.1,-13.74335607684068,-22.677487046188407,nan
2,50,0.1,0.1,2.1996510453865037,0.39739199645688184,nan
0,100,0.1,0.1,-18.750629402022483,-74.00028957548193,nan
1,100,0.1,0.1,-8.015622732462152,-5.332311538672219,nan
2,100,0.1,0.1,105.39784031231054,0.9999999999711453,nan
0,200,0.1,0.1,-18.787031523581547,-74.63157636592837,nan
1,200,0.1,0.1,14.832898122694074,0.9671367744338445,nan
2,200,0.1,0.1,160.70500393069295,0.9999999999999999,nan
0,100,0.0,0.1,-18.671538628481407,-72.64679688471998,nan
1,100,0.0,0.1,113.17316328848267,0.9999999999951841,nan
2,100,0.0,0.1,159.6003801439038,0.9999999999999999,nan
0,100,0.1,0.1,-18.62666602214931,-71.8897737559028,nan
1,100,0.1,0.1,9.132295767138741,0.8778846036793425,nan
2,100,0.1,0.1,72.30949288809983,0.9999999412442044,nan
0,100,0.2,0.1,-18.417544253220374,-68.46314225993338,nan
1,100,0.2,0.1,5.636121807857952,0.7268584187812381,nan
2,100,0.2,0.1,16.0403481984021,0.975113422194593,nan
0,100,0.3,0.1,-18.784701082720378,-74.59100305859303,nan
1,100,0.3,0.1,-9.870968635461884,-8.707264505885634,nan
2,100,0.3,0.1,-2.6931657573997536,-0.8591591815626343,nan
0,100,0.1,0.0,-18.78331873985894,-74.5669465578148,nan
1,100,0.1,0.0,-15.38310128179415,-33.539029330118304,nan
2,100,0.1,0.0,152.4373295187996,0.9999999999999994,nan
0,100,0.1,0.1,-18.797269898708397,-74.81008609799296,nan
1,100,0.1,0.1,3.5811787518801808,0.5615883110455147,nan
2,100,0.1,0.1,78.58899586393876,0.9999999861611368,nan
0,100,0.1,0.2,-18.10946804932962,-63.706335458348036,nan
1,100,0.1,0.2,4.955600549961543,0.6805227444442539,nan
2,100,0.1,0.2,48.309074251213254,0.9999852397886932,nan
0,50,0.1,0.1,-18.798564068982042,-74.83268039372227,nan
1,50,0.1,0.1,-13.058253711997637,-19.222058908971647,nan
2,50,0.1,0.1,5.263637624269526,0.7023977313369608,nan
0,100,0.1,0.1,-18.727331526847873,-73.59902523189265,nan
1,100,0.1,0.1,-9.921387395891262,-8.820616220341256,nan
2,100,0.1,0.1,119.61157737433598,0.9999999999989064,nan
0,200,0.1,0.1,-18.805654287506158,-74.95658466429002,nan
1,200,0.1,0.1,29.669483752361018,0.9989209250153058,nan
2,200,0.1,0.1,256.8235731746619,1.0,nan
0,100,0.0,0.1,-18.808133109317133,-74.99995076492128,nan
1,100,0.0,0.1,135.1910852255374,0.9999999999999697,nan
2,100,0.0,0.1,185.5988922153097,1.0,nan
0,100,0.1,0.1,-18.569749531393807,-70.94074867589153,nan
1,100,0.1,0.1,-0.6845912402452798,-0.17073640694179426,nan
2,100,0.1,0.1,52.8605572602849,0.9999948245957995,nan
0,100,0.2,0.1,-18.52428878480295,-70.19162046690887,nan
1,100,0.2,0.1,-8.667330425624085,-6.357546957805002,nan
2,100,0.2,0.1,-5.707392500698151,-2.721681897891635,nan
0,100,0.3,0.1,-16.961679764122422,-48.67844305694729,nan
1,100,0.3,0.1,-7.238903862298547,-4.295297763384154,nan
2,100,0.3,0.1,14.473082559233244,0.964298065895102,nan
0,100,0.1,0.0,-18.802341603439565,-74.89866907060336,nan
1,100,0.1,0.0,2.555571917110377,0.4448085001866817,nan
2,100,0.1,0.0,94.66952886342655,0.9999999996587701,nan
0,100,0.1,0.1,-18.626528817950586,-71.88747102689123,nan
1,100,0.1,0.1,13.58428745187021,0.9561902015871292,nan
2,100,0.1,0.1,72.37832870437174,0.9999999421681441,nan
0,100,0.1,0.2,-18.80031053358339,-74.8631817540758,nan
1,100,0.1,0.2,-16.198427946147,-40.67185129084687,nan
2,100,0.1,0.2,60.13069472278606,0.9999990296452688,nan
0,50,0.1,0.1,-18.67674833238659,-72.73519501993702,nan
1,50,0.1,0.1,-16.327690620795256,-41.930807967792234,nan
2,50,0.1,0.1,1.3753699902617187,0.27144389630676913,nan
0,100,0.1,0.1,-18.80513627778576,-74.94752539589436,nan
1,100,0.1,0.1,-2.826660600432405,-0.9171939950467967,nan
2,100,0.1,0.1,107.0173212619427,0.9999999999801268,nan
0,200,0.1,0.1,-18.804781819429067,-74.94132703565191,nan
1,200,0.1,0.1,44.47233950481052,0.9999642919569642,nan
2,200,0.1,0.1,164.63139518983527,1.0,nan
0,100,0.0,0.1,-18.738075944655147,-73.78381123038162,nan
1,100,0.0,0.1,126.7231600832654,0.9999999999997874,nan
2,100,0.0,0.1,94.86618237164254,0.9999999996738768,nan
0,100,0.1,0.1,-18.74008836628204,-73.81847237369746,nan
1,100,0.1,0.1,8.05393041011571,0.8434666214438711,nan
2,100,0.1,0.1,85.50519292078317,0.999999997184985,nan
0,100,0.2,0.1,-18.737456173138312,-73.77313976872608,nan
1,100,0.2,0.1,-11.86691215550179,-14.370613972481475,nan
2,100,0.2,0.1,28.66971808891671,0.9986415983791302,nan
0,100,0.3,0.1,-18.71049786273789,-73.3104320362032,nan
1,100,0.3,0.1,-17.162627432248968,-51.03106833819739,nan
2,100,0.3,0.1,-8.649193676049459,-6.32688487403333,nan
0,100,0.1,0.0,-18.79828590022511,-74.82782341124121,nan
1,100,0.1,0.0,-0.15315523964277195,-0.035894492227178,nan
2,100,0.1,0.0,71.81738267851931,0.9999999341945699,nan
0,100,0.1,0.1,-18.703381539847797,-73.18876712245032,nan
1,100,0.1,0.1,-13.309914776411356,-20.42848550612199,nan
2,100,0.1,0.1,74.74319691014843,0.9999999664509437,nan
0,100,0.1,0.2,-18.777765425510385,-74.47038101541845,nan
1,100,0.1,0.2,-16.036043068976696,-39.14248991146523,nan
2,100,0.1,0.2,35.56362093899472,0.9997222603357899,nan
0,50,0.1,0.1,-18.755668345770385,-74.08735988947163,nan
1,50,0.1,0.1,2.2709856421550056,0.4072092260318868,nan
2,50,0.1,0.1,9.462757059890277,0.8868318297707838,nan
0,100,0.1,0.1,-18.786005185948007,-74.61370499869878,nan
1,100,0.1,0.1,-6.455526394180646,-3.4213270309135906,nan
2,100,0.1,0.1,68.52594483793132,0.9999998595875826,nan
0,200,0.1,0.1,-18.806341987411813,-74.96861324724533,nan
1,200,0.1,0.1,19.978838265863104,0.9899511543988472,nan
2,200,0.1,0.1,271.02820371770645,1.0,nan
0,100,0.0,0.1,-17.851270521169162,-59.971524231561375,nan
1,100,0.0,0.1,118.30616649693765,0.999999999998523,nan
2,100,0.0,0.1,127.65627378774498,0.9999999999998285,nan
0,100,0.1,0.1,-18.763107040242947,-74.21608143112176,nan
1,100,0.1,0.1,3.9363082749823315,0.5960113419466089,nan
2,100,0.1,0.1,82.30097614315557,0.9999999941128868,nan
0,100,0.2,0.1,-18.718445042041743,-73.4465376085554,nan
1,100,0.2,0.1,-17.47757577299451,-54.94452326097494,nan
2,100,0.2,0.1,41.07687813553397,0.9999219609118103,nan
0,100,0.3,0.1,-18.76400826767266,-74.23169153727116,nan
1,100,0.3,0.1,-16.485289601325267,-43.51731474867984,nan
2,100,0.3,0.1,10.3396492404592,0.9075227139456553,nan
0,100,0.1,0.0,-18.799585198307426,-74.85051255165025,nan
1,100,0.1,0.0,-6.561043666496983,-3.5300643019986833,nan
2,100,0.1,0.0,104.60196131972296,0.999999999965342,nan
0,100,0.1,0.1,-18.73050144359834,-73.6534949595215,nan
1,100,0.1,0.1,-9.682823301341735,-8.295704940968944,nan
2,100,0.1,0.1,123.96202649011252,0.9999999999995984,nan
0,100,0.1,0.2,-18.63153032575772,-71.97145948742642,nan
1,100,0.1,0.2,7.698442410030729,0.8301147166029432,nan
2,100,0.1,0.2,65.43651060948272,0.9999997140112569,nan
0,50,0.1,0.1,-18.73944872160277,-73.80745364892928,nan
1,50,0.1,0.1,-7.678688024758232,-4.85961122748802,nan
2,50,0.1,0.1,8.07905642705547,0.8443696273706527,nan
0,100,0.1,0.1,-18.778081359144732,-74.47587141422473,nan
1,100,0.1,0.1,-11.941052641792307,-14.635265638639638,nan
2,100,0.1,0.1,106.55892136725154,0.9999999999779144,nan
0,200,0.1,0.1,-18.802123424422543,-74.8948562012823,nan
1,200,0.1,0.1,30.32037349304651,0.9990711135008497,nan
2,200,0.1,0.1,207.28388603566015,1.0,nan
0,100,0.0,0.1,-18.807908430709496,-74.99601907291448,nan
1,100,0.0,0.1,122.16756978306105,0.9999999999993929,nan
2,100,0.0,0.1,117.02787462516555,0.9999999999980175,nan
0,100,0.1,0.1,-18.530609840711097,-70.29531366995323,nan
1,100,0.1,0.1,-2.4231403171035066,-0.7470849867821934,nan
2,100,0.1,0.1,108.18711194282982,0.9999999999848194,nan
0,100,0.2,0.1,-18.780663756980847,-74.52076415287422,nan
1,100,0.2,0.1,-15.322920551450308,-33.0637185010032,nan
2,100,0.2,0.1,24.270193422742018,0.9962590607320707,nan
0,100,0.3,0.1,-18.774736384718558,-74.4177616131992,nan
1,100,0.3,0.1,-18.768957602647706,-74.31747643817712,nan
2,100,0.3,0.1,-16.788529476630792,-46.736760936919865,nan
0,100,0.1,0.0,-16.712003414599803,-45.90296971760116,nan
1,100,0.1,0.0,-8.304343462359942,-5.76759477169773,nan
2,100,0.1,0.0,130.95353781760514,0.9999999999999197,nan
0,100,0.1,0.1,-18.743274353317236,-73.87337938926815,nan
1,100,0.1,0.1,-14.253356608842559,-25.627822965034724,nan
2,100,0.1,0.1,128.94985289365084,0.9999999999998727,nan
0,100,0.1,0.2,-18.78416815435752,-74.58172775816911,nan
1,100,0.1,0.2,-2.9679541399844327,-0.9805937944665817,nan
2,100,0.1,0.2,38.646392494630824,0.9998634282889501,nan
0,50,0.1,0.1,-18.626542237773492,-71.88769625159595,nan
1,50,0.1,0.1,-17.667712032210165,-57.448208380054254,nan
2,50,0.1,0.1,22.50482933587183,0.9943828364838488,nan
0,100,0.1,0.1,-18.769684925620478,-74.3300910857218,nan
1,100,0.1,0.1,-2.4864550699563965,-0.7727418890599955,nan
2,100,0.1,0.1,48.99112675320645,0.9999873849979718,nan
0,200,0.1,0.1,-18.80684880317639,-74.97747919859161,nan
1,200,0.1,0.1,30.250445259483158,0.9990560359083908,nan
2,200,0.1,0.1,188.52137582982326,1.0,nan
0,100,0.0,0.1,-18.804165558008144,-74.93055176868755,nan
1,100,0.0,0.1,102.32636880105682,0.999999999941472,nan
2,100,0.0,0.1,139.65271018510552,0.9999999999999891,nan
0,100,0.1,0.1,-18.787643953396532,-74.64224246929697,nan
1,100,0.1,0.1,-15.328556565437538,-33.10795305342109,nan
2,100,0.1,0.1,102.5838137008702,0.9999999999448407,nan
0,100,0.2,0.1,-18.80013239123766,-74.86007000190166,nan
1,100,0.2,0.1,-18.259500117896557,-65.9807508723201,nan
2,100,0.2,0.1,7.660374603640138,0.8286190524661577,nan
0,100,0.3,0.1,-18.783604138875248,-74.57191264459739,nan
1,100,0.3,0.1,7.358662247748687,0.816289586274166,nan
2,100,0.3,0.1,-12.493933508254385,-16.757971343697005,nan
0,100,0.1,0.0,-18.800087487558926,-74.85928565424263,nan
1,100,0.1,0.0,3.1784864005780626,0.5189930406247999,nan
2,100,0.1,0.0,79.17318422673435,0.9999999879028915,nan
0,100,0.1,0.1,-18.61212162292738,-71.64607626334676,nan
1,100,0.1,0.1,-5.74083469480753,-2.7504507732595678,nan
2,100,0.1,0.1,77.97700560063173,0.9999999840669309,nan
0,100,0.1,0.2,-18.721581089331604,-73.50031498457274,nan
1,100,0.1,0.2,-13.018289593606543,-19.0368275030147,nan
2,100,0.1,0.2,34.12090130985787,0.9996128227159697,nan
0,50,0.1,0.1,-18.800031586529897,-74.85830922349936,nan
1,50,0.1,0.1,-16.22804140137768,-40.95697220860059,nan
2,50,0.1,0.1,52.47218945095041,0.9999943404610273,nan
0,100,0.1,0.1,-12.405225224866076,-16.3989292644476,nan
1,100,0.1,0.1,-8.737936526685933,-6.478141054601279,nan
2,100,0.1,0.1,128.6184887868725,0.9999999999998626,nan
0,200,0.1,0.1,-18.629705317508243,-71.94080159429728,nan
1,200,0.1,0.1,17.357570141020858,0.981624338338296,nan
2,200,0.1,0.1,198.09248122534478,1.0,nan
0,100,0.0,0.1,-18.80767977860875,-74.99201805685071,nan
1,100,0.0,0.1,60.44143880936161,0.9999990966498541,nan
2,100,0.0,0.1,247.42831700354682,1.0,nan
0,100,0.1,0.1,-17.746215598677924,-58.51433152160757,nan
1,100,0.1,0.1,-1.0404964692760323,-0.2707193608102658,nan
2,100,0.1,0.1,107.03352153306471,0.9999999999802008,nan
0,100,0.2,0.1,-18.142451637089632,-64.19963488494692,nan
1,100,0.2,0.1,-16.33794786819557,-42.0323225764462,nan
2,100,0.2,0.1,24.96572773568503,0.9968126685616865,nan
0,100,0.3,0.1,-18.200680927174737,-65.07970457763942,nan
1,100,0.3,0.1,-16.961144658591607,-48.67232242380003,nan
2,100,0.3,0.1,-7.433485284995517,-4.537943600593842,nan
0,100,0.1,0.0,-18.777540805250858,-74.46647773345319,nan
1,100,0.1,0.0,3.680482385800976,0.571499077315504,nan
2,100,0.1,0.0,100.54040683867825,0.9999999999117003,nan
0,100,0.1,0.1,-18.74590567186633,-73.9187576790165,nan
1,100,0.1,0.1,26.574960025477505,0.9977995880368212,nan
2,100,0.1,0.1,100.20520960760342,0.9999999999046152,nan
0,100,0.1,0.2,-18.132413667267716,-64.04911116721132,nan
1,100,0.1,0.2,20.711037868959096,0.9915102243630393,nan
2,100,0.1,0.2,37.624814973140005,0.9998272100405611,nan
0,50,0.1,0.1,-17.79285416035878,-59.156895553643295,nan
1,50,0.1,0.1,-15.078701954498474,-31.201062027045282,nan
2,50,0.1,0.1,41.96913228959886,0.9999364542117806,nan
0,100,0.1,0.1,-18.658475489200278,-72.42560758396618,nan
1,100,0.1,0.1,-0.005677917155660191,-0.0013082437454143836,nan
2,100,0.1,0.1,111.09637112114947,0.999999999992231,nan
0,200,0.1,0.1,-18.802869502488907,-74.90789536109148,nan
1,200,0.1,0.1,12.335811554218276,0.9415991935093947,nan
2,200,0.1,0.1,117.41795481634504,0.9999999999981878,nan
0,100,0.0,0.1,-18.808022428646694,-74.99801391822662,nan
1,100,0.0,0.1,118.95574722806143,0.9999999999987281,nan
2,100,0.0,0.1,213.3172289266438,1.0,nan
0,100,0.1,0.1,-18.707511999321344,-73.25935965250758,nan
1,100,0.1,0.1,26.644355634713904,0.9978344688433909,nan
2,100,0.1,0.1,66.39334455561885,0.9999997705618964,nan
0,100,0.2,0.1,-18.777335181280325,-74.46290473170207,nan
1,100,0.2,0.1,-6.20721120675531,-3.1756214577204,nan
2,100,0.2,0.1,16.090204975311586,0.9753974851584384,nan
0,100,0.3,0.1,-18.785494161900935,-74.60480823627645,nan
1,100,0.3,0.1,-13.424209993900115,-20.999914824069347,nan
2,100,0.3,0.1,21.20417217128516,0.9924215082377907,nan
0,100,0.1,0.0,-18.636414770209544,-72.05357555460844,nan
1,100,0.1,0.0,15.122731126039898,0.9692583702678911,nan
2,100,0.1,0.0,109.27683624615524,0.9999999999881882,nan
0,100,0.1,0.1,-18.694203482048707,-73.03214763118062,nan
1,100,0.1,0.1,-3.8463561759926916,-1.4245749709549944,nan
2,100,0.1,0.1,95.52955195166909,0.999999999720073,nan
0,100,0.1,0.2,-18.792972153782983,-74.73510212540684,nan
1,100,0.1,0.2,-7.942884782607543,-5.227137828011842,nan
2,100,0.1,0.2,43.58815169305046,0.9999562291650879,nan
0,50,0.1,0.1,-18.62063427368799,-71.78861022933049,nan
1,50,0.1,0.1,-17.427654541711245,-54.30513466812719,nan
2,50,0.1,0.1,3.4786561437146584,0.5511157313452582,nan
0,100,0.1,0.1,-18.791770207884696,-74.71414470970672,nan
1,100,0.1,0.1,-7.683891989290881,-4.86663675669136,nan
2,100,0.1,0.1,144.25706514407705,0.9999999999999962,nan
0,200,0.1,0.1,-18.568659529188423,-70.9226950882122,nan
1,200,0.1,0.1,26.85731208960124,0.9979380943387816,nan
2,200,0.1,0.1,317.3356993511437,1.0,nan
0,100,0.0,0.1,-18.80811351887251,-74.99960794005685,nan
1,100,0.0,0.1,67.63148133919552,0.9999998274750675,nan
2,100,0.0,0.1,264.0384229002461,1.0,nan
0,100,0.1,0.1,-18.69610620473916,-73.06458956050179,nan
1,100,0.1,0.1,39.19358866263854,0.9998795959393769,nan
2,100,0.1,0.1,27.905453455534655,0.9983802251388514,nan
0,100,0.2,0.1,-18.6978852615876,-73.09493581466549,nan
1,100,0.2,0.1,-17.908859217594454,-60.785408408852575,nan
2,100,0.2,0.1,33.51549300645929,0.9995549070664225,nan
0,100,0.3,0.1,-0.9321763047364973,-0.2394175187787988,nan
