nonstationary level,time series length,observation noise,process noise,evidence,significance_level,bayes factor error
1,100,0.1,0.1,-0.49706660274705466,-0.12126085440307333,nan
2,100,0.1,0.1,153.85987652765996,0.9999999999999996,nan
0,200,0.1,0.1,-18.807760647448674,-74.9934330975238,nan
1,200,0.1,0.1,33.05634190390068,0.9995052727758866,nan
2,200,0.1,0.1,181.62402034854279,1.0,nan
0,100,0.0,0.1,-18.807858456094802,-74.99514458565326,nan
1,100,0.0,0.1,109.5341560484184,0.9999999999888677,nan
2,100,0.0,0.1,282.2348530358487,1.0,nan
0,100,0.1,0.1,-18.78727222074161,-74.63576817836781,nan
1,100,0.1,0.1,-16.36477523567234,-42.298965825506535,nan
2,100,0.1,0.1,106.23002811827726,0.999999999976177,nan
0,100,0.2,0.1,-18.803820366508763,-74.9245167992182,nan
1,100,0.2,0.1,-16.779756269921855,-46.64042498082519,nan
2,100,0.2,0.1,3.4787407478737125,0.5511244758971074,nan
0,100,0.3,0.1,-18.733231743954114,-73.70044249306434,nan
1,100,0.3,0.1,-17.559912848837392,-56.015283073987966,nan
2,100,0.3,0.1,16.77272000362614,0.9789753875251946,nan
0,100,0.1,0.0,-18.652165653004722,-72.31900545723265,nan
1,100,0.1,0.0,-8.254111225471286,-5.689769013195498,nan
2,100,0.1,0.0,112.30894774970764,0.9999999999941237,nan
0,100,0.1,0.1,-18.804242378806553,-74.93189488895345,nan
1,100,0.1,0.1,1.3551914150485298,0.2680509381248617,nan
2,100,0.1,0.1,71.85234541897566,0.9999999347222077,nan
0,100,0.1,0.2,-18.64683165553888,-72.22901045616582,nan
1,100,0.1,0.2,-15.659148166107219,-35.805677516933635,nan
2,100,0.1,0.2,86.22393378514198,0.9999999976143505,nan
0,50,0.1,0.1,-18.79702198950807,-74.80575873897664,nan
1,50,0.1,0.1,-17.754354295707607,-58.62596620081938,nan
2,50,0.1,0.1,22.294384321960763,0.9941039444336385,nan
0,100,0.1,0.1,-18.80234903562892,-74.89879895799237,nan
1,100,0.1,0.1,-15.029009051305023,-30.83471052348883,nan
2,100,0.1,0.1,61.328108282899464,0.9999992634721526,nan
0,200,0.1,0.1,-18.80750391234063,-74.98894084482319,nan
1,200,0.1,0.1,88.10576012430946,0.9999999984532363,nan
2,200,0.1,0.1,207.59345633818182,1.0,nan
0,100,0.0,0.1,-18.807987237401733,-74.99739810246103,nan
1,100,0.0,0.1,92.02514541079962,0.9999999993726854,nan
2,100,0.0,0.1,89.24603828988879,0.9999999988104131,nan
0,100,0.1,0.1,-17.805686164320754,-59.33490266306896,nan
1,100,0.1,0.1,-12.368607407450384,-16.2528457994028,nan
2,100,0.1,0.1,64.00857164287046,0.9999996026777962,nan
0,100,0.2,0.1,-18.400194918128893,-68.18620220674485,nan
1,100,0.2,0.1,-17.45977330388654,-54.71566653141493,nan
2,100,0.2,0.1,23.82546639850551,0.9958556792513447,nan
0,100,0.3,0.1,-18.512620512934667,-70.00060531255485,nan
1,100,0.3,0.1,-18.017113999101092,-62.34486281112238,nan
2,100,0.3,0.1,19.320683262099536,0.9883068458823566,nan
0,100,0.1,0.0,-18.798596366447637,-74.83324434573989,nan
1,100,0.1,0.0,8.997451725482868,0.874033568199002,nan
2,100,0.1,0.0,56.799372923192735,0.9999979104021743,nan
0,100,0.1,0.1,-18.756679441444238,-74.10484326682267,nan
1,100,0.1,0.1,-15.775294402087122,-36.80327627395853,nan
2,100,0.1,0.1,123.50696313490481,0.999999999999554,nan
0,100,0.1,0.2,-18.485449532933536,-69.55778737781158,nan
1,100,0.1,0.2,-10.459712314023264,-10.116580862273546,nan
2,100,0.1,0.2,34.49619370069517,0.9996448755043609,nan
0,50,0.1,0.1,-18.728051973582907,-73.61140141544367,nan
1,50,0.1,0.1,-1.3511670145926478,-0.36494986987281597,nan
