0.0000,0.0000,0.9937
0.0000,0.0000,0.9937
0.0000,0.0000,0.9945
0.0000,0.0000,0.9948
0.2240,0.0110,0.9950
0.0000,0.0000,0.9947
0.0000,0.0000,0.9945
0.0000,0.0000,0.9944
0.0000,0.0210,0.9944
0.3041,0.0000,0.9946
0.7862,0.0000,0.9946
0.5163,0.0000,0.9948
0.0000,0.0000,0.9952
0.0000,0.0000,0.9936
0.0000,0.0000,0.9947
0.0000,0.0000,0.9942
0.0000,0.0000,0.9946
0.0000,0.0000,0.9946
0.0000,0.0000,0.9952
0.0000,0.0000,0.9951
0.0000,0.0421,0.9937
0.0000,0.0000,0.9948
0.1032,0.0000,0.9935
0.0000,0.0000,0.9947
1.6347,0.0141,0.9947
0.0000,0.0000,0.9949
0.0000,0.0000,0.9948
0.1000,0.0000,0.9938
0.1884,0.0000,0.9939
0.0000,0.0000,0.9945
0.2602,0.0000,0.9947
0.0000,0.0000,0.9943
0.4258,0.0000,0.9947
0.0000,0.0000,0.9941
0.0000,0.0000,0.9937
0.0000,0.0000,0.9941
0.0000,0.0000,0.9960
0.0000,0.0600,0.9947
0.0000,0.0000,0.9941
0.0000,0.0000,0.9935
0.0000,0.0000,0.9949
0.0000,0.0000,0.9950
0.0000,0.0000,0.9947
0.0000,0.0000,0.9947
0.0000,0.0559,0.9947
0.0000,0.0000,0.9947
0.0000,0.0000,0.9935
0.0000,0.0060,0.9943
0.0000,0.0000,0.9944
0.0000,0.0036,0.9959
0.0000,0.0000,0.9947
0.0000,0.0000,0.9944
0.0000,0.0000,0.9953
0.0000,0.0000,0.9952
0.0000,0.0000,0.9953
0.0000,0.0000,0.9935
0.0000,0.0000,0.9946
0.0000,0.0000,0.9949
0.0000,0.0000,0.9947
0.0402,0.0000,0.9934
0.0000,0.0000,0.9940
0.0908,0.0000,0.9939
0.0000,0.2299,0.9936
0.0000,0.3120,0.9960
0.0000,0.1783,0.9941
0.0120,0.0391,0.9937
0.0000,0.0000,0.9952
0.0000,0.0000,0.9946
1.1580,0.0000,0.9941
0.0000,0.0000,0.9949
0.0000,0.0000,0.9948
0.0000,0.0000,0.9931
0.0000,0.0237,0.9950
0.0000,0.0000,0.9930
0.0399,0.0000,0.9943
0.0000,0.0000,0.9946
0.0210,0.1861,0.9946
0.0000,0.0079,0.9948
0.0000,0.0000,0.9947
0.0000,0.0000,0.9948
0.0749,0.0000,0.9946
0.0000,0.0000,0.9940
0.0000,0.0000,0.9951
0.3666,0.0000,0.9941
0.0000,0.0000,0.9943
0.0000,0.0000,0.9939
0.0000,0.0000,0.9951
0.0753,0.0000,0.9947
0.0267,0.0000,0.9945
0.0000,0.0000,0.9936
0.0000,0.0000,0.9950
0.0000,0.0000,0.9950
0.0000,0.0000,0.9941
0.1450,0.0000,0.9951
0.0000,0.0000,0.9946
0.0000,0.0000,0.9948
0.0755,0.0059,0.9938
0.0000,0.0250,0.9942
0.0403,0.0000,0.9942
0.0000,0.0079,0.9941
