0.0000,1.4622,0.9866
0.0000,0.0079,0.9865
0.0000,0.8089,0.9865
0.0000,1.9320,0.9854
2.1807,0.0251,0.9884
0.0000,0.7874,0.9886
0.1368,0.0000,0.9879
0.0000,0.7916,0.9891
0.0000,0.8268,0.9882
0.0000,0.7752,0.9865
0.0000,0.0000,0.9853
0.0000,0.0000,0.9842
0.0000,0.0000,0.9862
0.0000,0.1133,0.9832
0.0000,0.7627,0.9876
0.0000,0.8183,0.9870
0.0000,0.8183,0.9858
0.0000,0.7778,0.9882
0.0000,0.8183,0.9882
0.0000,0.0250,0.9865
0.0000,0.0496,0.9892
0.0000,0.0000,0.9889
0.0000,0.0000,0.9856
0.0000,1.9221,0.9879
0.0000,0.0000,0.9879
0.0000,0.9367,0.9847
0.0000,0.0000,0.9861
0.0000,0.0166,0.9842
0.0000,0.0000,0.9888
0.0000,1.7548,0.9856
0.0000,0.8457,0.9864
0.0000,0.0000,0.9861
0.0000,0.6910,0.9850
0.0000,0.9934,0.9859
0.0000,0.7300,0.9844
0.0000,0.8574,0.9875
0.0000,0.0142,0.9878
0.0000,0.9050,0.9858
0.9346,0.7765,0.9846
0.0714,0.0956,0.9876
0.0000,0.0000,0.9852
0.0000,0.1237,0.9873
0.0000,0.8235,0.9863
0.0000,0.7503,0.9859
0.0000,0.0000,0.9875
0.0000,0.8183,0.9864
0.0000,0.0000,0.9893
0.0000,0.0000,0.9866
0.0000,0.7857,0.9877
0.0000,0.0000,0.9865
0.0892,1.5585,0.9888
0.0000,0.0000,0.9871
0.0000,0.9695,0.9864
0.0000,0.0264,0.9907
0.0000,0.0000,0.9855
0.0000,0.0000,0.9871
0.0000,0.0000,0.9877
0.0000,0.0420,0.9857
0.0399,0.6846,0.9884
0.0000,0.9511,0.9866
0.0000,0.0000,0.9876
0.0000,0.0000,0.9871
0.0000,1.5827,0.9865
0.0000,2.0408,0.9888
0.0000,1.6476,0.9866
0.3277,0.0000,0.9884
0.0000,0.0000,0.9882
0.0000,0.0000,0.9892
0.0000,0.0000,0.9891
0.0000,0.0000,0.9887
0.0000,0.7426,0.9883
0.0208,0.0911,0.9843
0.0000,0.0000,0.9861
0.0000,1.4987,0.9848
0.0669,0.7813,0.9882
0.0000,0.8802,0.9860
0.0000,0.7874,0.9855
1.1019,0.3409,0.9892
0.0000,0.0000,0.9866
0.1996,0.6469,0.9854
0.0000,1.0187,0.9855
0.0000,0.8927,0.9832
0.0000,0.6279,0.9834
0.0000,0.0000,0.9882
0.0000,0.0000,0.9865
0.0000,0.8471,0.9898
0.0000,0.7275,0.9862
0.0000,0.0000,0.9844
0.0000,0.0000,0.9857
0.0000,0.7275,0.9877
0.0000,0.0149,0.9866
0.0000,0.8332,0.9866
0.0000,0.6765,0.9858
0.0000,0.0000,0.9883
0.0000,0.7214,0.9883
0.0000,0.0000,0.9885
0.0000,0.0000,0.9875
0.4502,0.6233,0.9882
0.0207,1.4565,0.9900
0.0000,0.8743,0.9871
