52,0,1.52946,0.00000,0.70196
52,26,0.29856,0.19315,0.37723
52,52,0.00000,0.00000,0.02409
52,78,0.90947,0.16496,0.58673
52,104,0.00000,0.00000,0.32618
52,130,0.07189,0.17999,0.42489
52,156,0.00000,0.00000,0.61123
52,182,0.91740,0.00000,0.77531
52,208,2.02041,0.00000,0.59593
52,234,0.29613,0.00000,0.21414
52,260,0.00000,0.00000,0.54640
52,286,2.50442,0.00000,0.21280
52,312,0.00000,0.00000,0.09636
52,338,0.00000,0.03600,0.28253
52,364,0.00000,0.00000,0.22990
52,390,0.00000,0.00000,0.23336
52,416,0.00000,0.00000,0.47713
52,442,0.35652,0.00000,0.44785
52,468,0.00000,0.00000,0.08123
52,494,4.41873,0.00000,0.33963
52,520,0.13069,0.00000,0.43170
52,546,0.00000,0.57754,0.65068
52,572,0.30805,0.00000,0.63431
52,598,0.00000,0.00000,0.43367
52,624,0.00000,0.00000,0.52838
52,650,0.00000,0.00000,0.24587
52,676,0.00000,0.00000,0.63869
52,702,1.74627,0.17918,0.32015
52,728,0.00000,0.01901,0.01092
78,0,0.19538,0.00000,0.74381
78,26,0.17147,0.04674,0.30364
78,52,2.31762,0.04743,0.43468
78,78,4.74670,0.00000,0.49686
78,104,0.00000,0.07632,0.44029
78,130,1.62052,0.00000,0.59026
78,156,1.72823,0.00000,0.73329
78,182,0.00000,0.00000,0.74051
78,208,0.07179,0.00000,0.48354
78,234,0.00000,0.00000,0.48875
78,260,4.31132,0.00000,0.52602
78,286,0.00000,0.00000,0.21269
78,312,0.33089,0.00000,0.20780
78,338,0.00000,0.00000,0.22967
78,364,0.16112,0.00000,0.31895
78,390,0.00000,0.00000,0.43472
78,416,0.62991,0.00000,0.51109
78,442,3.15180,0.00000,0.37689
78,468,2.34857,0.00000,0.24807
78,494,10.35333,0.00393,0.52610
78,520,0.00000,0.30710,0.52176
78,546,0.00000,0.03420,0.61074
78,572,1.24557,0.00000,0.62655
78,598,0.00000,0.00000,0.51814
78,624,0.35424,0.00000,0.41455
78,650,0.07246,0.03606,0.55391
78,676,0.03983,0.21104,0.48999
78,702,0.65658,0.19041,0.29933
104,0,4.27122,0.00000,0.74562
104,26,0.00000,0.00000,0.43458
104,52,6.90002,0.00000,0.48463
104,78,2.83215,0.22355,0.54819
104,104,2.35481,0.00000,0.57329
104,130,3.37126,0.00000,0.70688
104,156,0.61211,0.00000,0.71134
104,182,0.00000,0.00000,0.71350
104,208,0.00000,0.00000,0.57205
104,234,0.00000,0.00000,0.47517
104,260,2.34615,0.00000,0.47017
104,286,0.00000,0.00000,0.25332
104,312,0.18596,0.00000,0.18320
104,338,0.00000,0.00000,0.27339
104,364,0.00000,0.00000,0.46163
104,390,0.00000,0.00000,0.49544
104,416,5.20784,0.00000,0.47732
104,442,0.00000,0.00000,0.38908
104,468,4.35048,0.00000,0.42840
104,494,3.81666,0.21365,0.55284
104,520,0.28609,0.02433,0.56056
104,546,1.06421,0.04691,0.62882
104,572,0.00000,0.00000,0.60384
104,598,0.00000,0.00000,0.44149
104,624,0.00000,0.02160,0.61896
104,650,0.00000,0.03802,0.46568
104,676,2.63431,0.14250,0.48651
130,0,0.00000,0.00000,0.72534
130,26,12.64868,0.00000,0.49073
130,52,6.82450,0.17154,0.55719
130,78,5.85324,0.00000,0.64283
130,104,3.89423,0.00000,0.67480
130,130,3.00993,0.00000,0.68683
130,156,0.00000,0.00000,0.69678
130,182,0.00000,0.00000,0.71809
130,208,0.00000,0.00000,0.54105
130,234,1.64492,0.00000,0.45531
130,260,2.20026,0.00000,0.45646
130,286,0.00000,0.00000,0.22667
130,312,0.00000,0.00000,0.22568
130,338,0.00000,0.18000,0.40651
130,364,0.00000,0.00000,0.49098
130,390,4.84792,0.00000,0.48348
130,416,3.69932,0.00000,0.46944
130,442,0.00000,0.00000,0.46130
130,468,4.71617,0.00000,0.49632
130,494,0.83063,0.24216,0.53788
130,520,1.12748,0.05879,0.59641
130,546,0.00000,0.00000,0.61158
130,572,0.35353,0.00000,0.54168
130,598,0.52502,0.00000,0.60923
130,624,0.00000,0.00000,0.53825
130,650,0.25814,0.08351,0.44283
156,0,0.00000,0.00000,0.67460
156,26,8.18981,0.15955,0.56726
156,52,8.29790,0.00000,0.65880
156,78,4.04533,0.00000,0.68909
156,104,4.15946,0.00000,0.66180
156,130,1.34928,0.00000,0.67725
156,156,0.00000,0.00000,0.70426
156,182,0.20979,0.00000,0.70933
156,208,0.18687,0.00000,0.51050
156,234,0.00000,0.00000,0.44689
156,260,1.87598,0.00000,0.42554
156,286,0.00000,0.00000,0.25939
156,312,0.73123,0.00000,0.34082
156,338,0.00000,0.00000,0.45997
156,364,5.76528,0.00000,0.47871
156,390,2.38073,0.00000,0.47087
156,416,0.00000,0.00000,0.48851
156,442,4.21205,0.00000,0.51871
156,468,3.92706,0.01961,0.49890
156,494,5.92046,0.14149,0.55799
156,520,0.35266,0.00000,0.58818
156,546,0.84227,0.00000,0.56040
156,572,0.00000,0.00000,0.61717
156,598,0.00000,0.00000,0.54650
156,624,0.07150,0.00000,0.50270
182,0,0.84484,0.08064,0.66809
182,26,11.82303,0.00000,0.66461
182,52,5.57366,0.00000,0.68651
182,78,4.02834,0.00000,0.67385
182,104,5.51536,0.00000,0.65741
182,130,0.00000,0.00000,0.68821
182,156,0.98709,0.00000,0.70257
182,182,1.77405,0.00000,0.69167
182,208,0.07212,0.00000,0.49844
182,234,0.00000,0.00000,0.42027
182,260,0.92833,0.00000,0.43021
