# evidence, significance_level, bayes factor error, linear evidence, linear significance_level, linear bayes factor error, posterior weighted theta, posterior weighted delta
-5.4613,-2.5167,0.0000,-inf,-inf,nan,0.2661,0.2280,
-5.2416,-2.3432,0.0000,-inf,-inf,nan,0.1446,0.2606,
