# evidence, significance_level, bayes factor error, linear evidence, linear significance_level, linear bayes factor error, posterior weighted theta, posterior weighted delta
6.6984,0.7861,0.0000,-inf,-inf,nan,0.8119,0.9823,
6.2717,0.7640,0.0000,-inf,-inf,nan,0.9786,1.3046,
