length,start,evidence,significance_level,posterior_weighted_theta,posterior_weighted_delta
288,120,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
288,132,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
288,144,-11.830324912570294,0.061570031681379665,22.705055631261153,5.653730997485824
288,156,-11.995334599140673,0.05941094507005682,22.705700926929744,5.211884462549122
288,168,-12.523123265640319,0.05297247621847194,22.70639943500066,4.974409056297162
288,180,-12.448981244623912,0.05383547348473475,22.707257973180816,5.954718022467517
288,192,-12.202413162841738,0.05680174432061556,22.705616471324703,7.068863482148668
288,204,-11.908063663866784,0.06054386480132074,22.703250238095173,7.666460191079686
288,216,-11.620150623827781,0.06442626556442081,22.703778226921408,8.054789539917223
288,228,-11.412936517106003,0.06736264834920125,22.707324739584095,8.24146026261984
288,240,-11.136721158446433,0.0714700064231557,22.70327979848807,8.691294779998787
288,252,-11.018110831694855,0.07330377033587462,22.709230003754566,8.7719197213145
288,264,-11.123249770852873,0.07167612878168458,22.707862242537125,8.41856052163519
312,0,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
312,12,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
312,24,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
312,36,-4.0506404070434385,0.28237839459974523,22.707955992336352,22.707955992336352
312,48,-4.0506404070434385,0.28237839459974523,22.707955992336352,22.707955992336352
312,60,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
312,72,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
312,84,-4.0506404070434385,0.28237839459974523,22.707955992336352,22.707955992336352
312,96,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
312,108,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
312,120,-11.737002845855049,0.06282336136905964,22.706281931462705,5.9695325589689965
312,132,-11.954437656022272,0.0599393602899466,22.70689960009009,5.434422673755469
312,144,-12.595242168381223,0.05214557094327472,22.706309114640582,4.904365582731311
312,156,-12.584227380461993,0.052271071094295775,22.70732135498782,5.704483579107435
312,168,-12.26209062497426,0.05607002077443691,22.70751618163837,7.030786326048384
312,180,-11.957814127772693,0.05989556794507002,22.70681910635259,7.802156698787281
312,192,-11.714266721758088,0.06313229761071024,22.706816928753796,8.156020307842127
312,204,-11.514962678346317,0.06590165691829629,22.705878903003278,8.353708838651052
312,216,-11.182794108639323,0.0707691847489624,22.70829468746554,8.886487527986866
312,228,-10.970944742312074,0.07404494781671782,22.706596932748035,9.123770602622129
312,240,-11.149923688684654,0.07126852876985124,22.708247789671468,8.623409428741367
336,0,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
336,12,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
336,24,-4.0506404070434385,0.28237839459974523,22.707955992336352,22.707955992336352
336,36,-4.0506404070434385,0.28237839459974523,22.707955992336352,22.707955992336352
336,48,-4.0506404070434385,0.28237839459974523,22.707955992336352,22.707955992336352
336,60,-4.0506404070434385,0.28237839459974523,22.707955992336352,22.707955992336352
336,72,-4.0506404070434385,0.28237839459974523,22.707955992336352,22.707955992336352
336,84,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
336,96,-11.691192260516551,0.06344727930675853,22.706467598376467,6.206354968186284
336,108,-11.925000317481553,0.060322430070953934,22.70841256073441,5.622150479851055
336,120,-12.531900285680706,0.0528711823104296,22.70779271456718,4.989818964842025
336,132,-12.630930897146001,0.0517408944280948,22.70727897333272,5.5800791298925425
336,144,-12.441070460240752,0.05392833235789599,22.70609031103202,6.797636165988218
336,156,-12.14989456347272,0.057453105752213275,22.708396984862873,7.627181934574521
336,168,-11.793115236967518,0.06206693809998506,22.707539377292424,8.210694003933234
336,180,-11.57353288330236,0.0650763039554923,22.70315775895645,8.506129227678528
336,192,-11.299715038365846,0.06901909636080086,22.704419401501326,8.92657264699062
336,204,-11.105931048420523,0.07194192418121309,22.706748017732895,9.136519550510414
336,216,-11.17863136622412,0.07083224296850395,22.705470753388788,8.78438566640329
360,0,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
360,12,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
360,24,-4.0506404070434385,0.28237839459974523,22.707955992336352,22.707955992336352
360,36,-4.0506404070434385,0.28237839459974523,22.707955992336352,22.707955992336352
360,48,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
360,60,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
360,72,-11.422509307185752,0.06722430061561084,22.7071988179537,6.701492514335043
360,84,-11.68435445176254,0.06354090097843082,22.708231311043427,6.065217617276205
360,96,-12.49793326152055,0.053264207572218114,22.708306218854613,5.039829989682455
360,108,-12.667158790087436,0.05133314225021142,22.706952318709963,5.44536910980834
360,120,-12.480477041489175,0.0534672608993003,22.707068397282892,6.6859348577629225
360,132,-12.25877248290461,0.0561104717004636,22.70823699576459,7.5357495742166565
360,144,-11.985098767769209,0.05954278780564586,22.706302835238358,8.074837382592172
360,156,-11.76717126518486,0.06241561299938975,22.70809140175377,8.372898989599916
360,168,-11.400346138000621,0.06754500902705518,22.707269960512644,8.933849338576648
360,180,-11.195485592576293,0.07057725108040828,22.708727064164744,9.198277195793192
360,192,-11.278147095013722,0.06933888578974459,22.708895750658392,8.807531069333956
384,0,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
384,12,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
384,24,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
384,36,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
384,48,-11.507496486363916,0.06600756470629536,22.708609315043155,6.7107896178937905
384,60,-11.510782630363716,0.06596093134345911,22.7064346262082,6.399103703639327
384,72,-12.233746880507786,0.056416439973496296,22.708383852763028,5.378287734787687
384,84,-12.477866684212968,0.05349768766436065,22.709059207405296,5.628824550930455
384,96,-12.542469401272792,0.05274944887547755,22.708841094454687,6.49206416733926
384,108,-12.366308085846672,0.05481340069031913,22.709245366750604,7.357145865277296
384,120,-12.05116691589499,0.05869659876674635,22.706355778622434,8.033982177438165
384,132,-11.881882191834288,0.060887665825283675,22.707554038243853,8.327945893347598
