length,start,evidence,significance_level,posterior_weighted_theta,posterior_weighted_delta
96,0,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
96,12,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
96,24,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
96,36,-10.629433888610897,0.07962027178240613,22.707955956894466,10.106082607229958
96,48,-12.418482321954919,0.05419430988023969,22.695857306936453,7.59719760602192
96,60,-11.275195357849654,0.06938275794001166,22.707361665331703,9.574861220957146
96,72,-11.355386678738459,0.06819995077315445,22.70882263746212,8.605827955395839
96,84,-12.846180558702304,0.04936247184076956,22.62749585967516,7.152637031741319
96,96,-13.600369610591567,0.041822409352766335,22.56530244656082,5.802370217852439
96,108,-13.454627425204675,0.043188074047715956,22.156924614530798,3.658504864766052
96,120,-15.24240693631439,0.029037664942293366,19.604104991942407,2.2638069080758374
96,132,-12.7951094479907,0.04991723216063334,22.628492925569837,5.38049301464955
96,144,-12.42262350340403,0.054145454662699245,22.70079861871079,6.057589558195885
96,156,-12.398298264105518,0.05443302490288929,22.589603779962694,6.21638019795655
96,168,-12.735045650213996,0.050577234182806845,22.699558628866576,5.120743178189783
96,180,-12.29227709030178,0.055703280420220526,22.705709492818983,7.497840378036063
96,192,-12.700633284587706,0.0509590834704619,22.69384957502816,4.760762223268207
96,204,-4.0506404070434385,0.28237839459974523,22.707955992336352,22.707955992336352
96,216,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
96,228,-4.0506404070434385,0.28237839459974523,22.707955992336352,22.707955992336352
96,240,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
96,252,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
96,264,-4.0506404070434385,0.28237839459974523,22.707955992336352,22.707955992336352
96,276,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
96,288,-4.0506404070434385,0.28237839459974523,22.707955992336352,22.707955992336352
96,300,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
96,312,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
96,324,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
96,336,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
96,348,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
96,360,-9.869368893963104,0.09342572991492062,22.70795599209125,11.97137735889955
96,372,-9.861423485088757,0.09358079887242636,22.707955992338082,12.111213471017109
96,384,-12.900082687190952,0.04878330238630536,20.68855266326566,6.153864595070239
96,396,-11.523848495457393,0.06577581762154423,20.96418436210217,8.990152120239317
96,408,-11.562204695511928,0.06523518346766545,20.966045083493622,8.674294112568251
96,420,-11.685544494088006,0.06352459794800899,20.924124015833296,8.031655057023528
96,432,-10.238391303399712,0.0864733149080707,21.133059748157464,10.461202970726788
96,444,-11.126566758293723,0.07162532553089052,20.973723391131784,8.745066448107282
96,456,-11.493788689713515,0.06620242141630542,22.706904172273802,7.583892046573867
120,0,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
120,12,-11.025494987023265,0.07318835456625875,22.707953672018945,9.787985624439724
120,24,-12.609519223511558,0.05198332491607027,22.706037668178215,6.763606062741038
120,36,-12.122735943133147,0.05779268568110512,22.706423758530505,8.255574605064606
120,48,-11.787058350145935,0.06214817672702102,22.69847295655129,8.50429589176693
120,60,-12.608434089887409,0.051995639721548886,22.66091338223045,7.243741312131796
120,72,-13.12103727674161,0.046475914072424455,22.68647464819695,5.860686944160113
120,84,-12.161580754480507,0.05730756385781183,22.10111981583144,4.9266482140032295
120,96,-14.62641074430806,0.0333153031236981,19.760485189083333,2.7511330722357767
120,108,-14.749718259583943,0.03241292558999227,19.735569988751365,3.0885030315165007
120,120,-14.307560102691433,0.03576251083568365,19.91433339117429,3.6322162607052864
120,132,-11.774921320269877,0.0623112647970128,22.689528630153582,6.302537385764009
120,144,-11.912486438310516,0.06048596690661788,22.649492767344007,6.160344867190586
120,156,-12.017887545869435,0.059121416205213835,22.69002689434168,6.133780277993579
120,168,-11.86713128193144,0.06108217010651835,22.702324039077006,5.484315832656268
120,180,-12.841724256906389,0.04941064475985683,22.706773837144162,6.124221240032803
120,192,-12.34594423067203,0.055056837760667235,22.698516932157833,5.226352169698309
120,204,-4.0506404070434385,0.28237839459974523,22.707955992336352,22.707955992336352
120,216,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
120,228,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
120,240,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
120,252,-4.05064040704344,0.2823783945997451,22.707955992336352,22.707955992336352
