nonstationary level,time series length,observation noise,process noise,evidence,significance_level
0,50,0.1,1.087,-19.359087567261017,0.01145741453360308
1,50,0.1,1.087,-21.102606605213406,0.0076980932109799
2,50,0.1,1.087,-21.50132518207442,0.007027561837666445
0,100,0.1,1.087,-21.46599785861108,0.0070845534481843294
1,100,0.1,1.087,-21.782737304276758,0.006589538485375785
2,100,0.1,1.087,-19.829495446345234,0.010293354775801735
0,200,0.1,1.087,-22.18387875449304,0.006011646298059924
1,200,0.1,1.087,-15.60822782894974,0.026754666820122633
2,200,0.1,1.087,-17.444638542452587,0.017692275958644102
0,200,0.0,1.087,-21.71861278615355,0.006686900855080164
1,200,0.0,1.087,-20.095970288712202,0.0096866941050156
2,200,0.0,1.087,-13.591678765480369,0.04190267523608616
0,200,0.1,1.087,-20.23454867293319,0.009385337284967009
1,200,0.1,1.087,-21.554243153710978,0.006943042808456293
2,200,0.1,1.087,-3.300786996625912,0.31863882079810557
0,200,0.2,1.087,-21.858904595961043,0.0064757194534307855
1,200,0.2,1.087,-8.613526320976652,0.12096348337037743
2,200,0.2,1.087,-19.25790369352821,0.01172432201088311
0,200,0.3,1.087,-21.615319760495378,0.0068467472068638475
1,200,0.3,1.087,-17.902158653310384,0.015951467836881693
2,200,0.3,1.087,-16.510891530879668,0.02184335069516405
0,200,0.1,0.0,-21.51687286324609,0.007002624106470259
1,200,0.1,0.0,42.18306343096671,0.9999395122560549
2,200,0.1,0.0,237.7260569059767,1.0
0,200,0.1,1.087,-21.790171994320943,0.006578341644727474
1,200,0.1,1.087,-22.165802592586434,0.006036568697940948
2,200,0.1,1.087,-13.022952632967417,0.04748709525350063
0,200,0.1,1.638,-21.908357020746504,0.00640286915097573
1,200,0.1,1.638,-17.29990773098662,0.018280854315828016
2,200,0.1,1.638,-17.757334575705222,0.016483453721880318
0,50,0.1,1.087,-19.359087567261017,0.01145741453360308
1,50,0.1,1.087,-21.102606605213406,0.0076980932109799
2,50,0.1,1.087,-21.50132518207442,0.007027561837666445
0,100,0.1,1.087,-21.46599785861108,0.0070845534481843294
1,100,0.1,1.087,-21.782737304276758,0.006589538485375785
2,100,0.1,1.087,-19.829495446345234,0.010293354775801735
0,200,0.1,1.087,-22.18387875449304,0.006011646298059924
1,200,0.1,1.087,-15.60822782894974,0.026754666820122633
2,200,0.1,1.087,-17.444638542452587,0.017692275958644102
0,200,0.0,1.087,-21.71861278615355,0.006686900855080164
1,200,0.0,1.087,-20.095970288712202,0.0096866941050156
2,200,0.0,1.087,-13.591678765480369,0.04190267523608616
0,200,0.1,1.087,-20.23454867293319,0.009385337284967009
1,200,0.1,1.087,-21.554243153710978,0.006943042808456293
2,200,0.1,1.087,-3.300786996625912,0.31863882079810557
0,200,0.2,1.087,-21.858904595961043,0.0064757194534307855
1,200,0.2,1.087,-8.613526320976652,0.12096348337037743
2,200,0.2,1.087,-19.25790369352821,0.01172432201088311
0,200,0.3,1.087,-21.615319760495378,0.0068467472068638475
1,200,0.3,1.087,-17.902158653310384,0.015951467836881693
2,200,0.3,1.087,-16.510891530879668,0.02184335069516405
0,200,0.1,0.0,-21.51687286324609,0.007002624106470259
1,200,0.1,0.0,42.18306343096671,0.9999395122560549
2,200,0.1,0.0,237.7260569059767,1.0
0,200,0.1,1.087,-21.790171994320943,0.006578341644727474
1,200,0.1,1.087,-22.165802592586434,0.006036568697940948
2,200,0.1,1.087,-13.022952632967417,0.04748709525350063
0,200,0.1,1.638,-21.908357020746504,0.00640286915097573
1,200,0.1,1.638,-17.29990773098662,0.018280854315828016
2,200,0.1,1.638,-17.757334575705222,0.016483453721880318
0,50,0.1,1.087,-19.359087567261017,0.01145741453360308
1,50,0.1,1.087,-21.102606605213406,0.0076980932109799
2,50,0.1,1.087,-21.50132518207442,0.007027561837666445
0,100,0.1,1.087,-21.46599785861108,0.0070845534481843294
1,100,0.1,1.087,-21.782737304276758,0.006589538485375785
2,100,0.1,1.087,-19.829495446345234,0.010293354775801735
0,200,0.1,1.087,-22.18387875449304,0.006011646298059924
1,200,0.1,1.087,-15.60822782894974,0.026754666820122633
2,200,0.1,1.087,-17.444638542452587,0.017692275958644102
0,200,0.0,1.087,-21.71861278615355,0.006686900855080164
1,200,0.0,1.087,-20.095970288712202,0.0096866941050156
2,200,0.0,1.087,-13.591678765480369,0.04190267523608616
0,200,0.1,1.087,-20.23454867293319,0.009385337284967009
1,200,0.1,1.087,-21.554243153710978,0.006943042808456293
2,200,0.1,1.087,-3.300786996625912,0.31863882079810557
0,200,0.2,1.087,-21.858904595961043,0.0064757194534307855
1,200,0.2,1.087,-8.613526320976652,0.12096348337037743
2,200,0.2,1.087,-19.25790369352821,0.01172432201088311
0,200,0.3,1.087,-21.615319760495378,0.0068467472068638475
1,200,0.3,1.087,-17.902158653310384,0.015951467836881693
2,200,0.3,1.087,-16.510891530879668,0.02184335069516405
0,200,0.1,0.0,-21.51687286324609,0.007002624106470259
1,200,0.1,0.0,42.18306343096671,0.9999395122560549
2,200,0.1,0.0,237.7260569059767,1.0
0,200,0.1,1.087,-21.790171994320943,0.006578341644727474
1,200,0.1,1.087,-22.165802592586434,0.006036568697940948
2,200,0.1,1.087,-13.022952632967417,0.04748709525350063
0,200,0.1,1.638,-21.908357020746504,0.00640286915097573
1,200,0.1,1.638,-17.29990773098662,0.018280854315828016
2,200,0.1,1.638,-17.757334575705222,0.016483453721880318
0,50,0.1,1.087,-19.359087567261017,0.01145741453360308
1,50,0.1,1.087,-21.102606605213406,0.0076980932109799
2,50,0.1,1.087,-21.50132518207442,0.007027561837666445
0,100,0.1,1.087,-21.46599785861108,0.0070845534481843294
1,100,0.1,1.087,-21.782737304276758,0.006589538485375785
2,100,0.1,1.087,-19.829495446345234,0.010293354775801735
0,200,0.1,1.087,-22.18387875449304,0.006011646298059924
1,200,0.1,1.087,-15.60822782894974,0.026754666820122633
2,200,0.1,1.087,-17.444638542452587,0.017692275958644102
0,200,0.0,1.087,-21.71861278615355,0.006686900855080164
1,200,0.0,1.087,-20.095970288712202,0.0096866941050156
2,200,0.0,1.087,-13.591678765480369,0.04190267523608616
0,200,0.1,1.087,-20.23454867293319,0.009385337284967009
1,200,0.1,1.087,-21.554243153710978,0.006943042808456293
2,200,0.1,1.087,-3.300786996625912,0.31863882079810557
0,200,0.2,1.087,-21.858904595961043,0.0064757194534307855
1,200,0.2,1.087,-8.613526320976652,0.12096348337037743
2,200,0.2,1.087,-19.25790369352821,0.01172432201088311
0,200,0.3,1.087,-21.615319760495378,0.0068467472068638475
1,200,0.3,1.087,-17.902158653310384,0.015951467836881693
2,200,0.3,1.087,-16.510891530879668,0.02184335069516405
0,200,0.1,0.0,-21.51687286324609,0.007002624106470259
1,200,0.1,0.0,42.18306343096671,0.9999395122560549
2,200,0.1,0.0,237.7260569059767,1.0
0,200,0.1,1.087,-21.790171994320943,0.006578341644727474
1,200,0.1,1.087,-22.165802592586434,0.006036568697940948
2,200,0.1,1.087,-13.022952632967417,0.04748709525350063
0,200,0.1,1.638,-21.908357020746504,0.00640286915097573
1,200,0.1,1.638,-17.29990773098662,0.018280854315828016
2,200,0.1,1.638,-17.757334575705222,0.016483453721880318
0,50,0.1,1.087,-19.359087567261017,0.01145741453360308
1,50,0.1,1.087,-21.102606605213406,0.0076980932109799
2,50,0.1,1.087,-21.50132518207442,0.007027561837666445
0,100,0.1,1.087,-21.46599785861108,0.0070845534481843294
1,100,0.1,1.087,-21.782737304276758,0.006589538485375785
2,100,0.1,1.087,-19.829495446345234,0.010293354775801735
0,200,0.1,1.087,-22.18387875449304,0.006011646298059924
1,200,0.1,1.087,-15.60822782894974,0.026754666820122633
2,200,0.1,1.087,-17.444638542452587,0.017692275958644102
0,200,0.0,1.087,-21.71861278615355,0.006686900855080164
1,200,0.0,1.087,-20.095970288712202,0.0096866941050156
2,200,0.0,1.087,-13.591678765480369,0.04190267523608616
0,200,0.1,1.087,-20.23454867293319,0.009385337284967009
1,200,0.1,1.087,-21.554243153710978,0.006943042808456293
2,200,0.1,1.087,-3.300786996625912,0.31863882079810557
0,200,0.2,1.087,-21.858904595961043,0.0064757194534307855
1,200,0.2,1.087,-8.613526320976652,0.12096348337037743
2,200,0.2,1.087,-19.25790369352821,0.01172432201088311
0,200,0.3,1.087,-21.615319760495378,0.0068467472068638475
1,200,0.3,1.087,-17.902158653310384,0.015951467836881693
2,200,0.3,1.087,-16.510891530879668,0.02184335069516405
0,200,0.1,0.0,-21.51687286324609,0.007002624106470259
1,200,0.1,0.0,42.18306343096671,0.9999395122560549
2,200,0.1,0.0,237.7260569059767,1.0
0,200,0.1,1.087,-21.790171994320943,0.006578341644727474
1,200,0.1,1.087,-22.165802592586434,0.006036568697940948
2,200,0.1,1.087,-13.022952632967417,0.04748709525350063
0,200,0.1,1.638,-21.908357020746504,0.00640286915097573
1,200,0.1,1.638,-17.29990773098662,0.018280854315828016
2,200,0.1,1.638,-17.757334575705222,0.016483453721880318
0,50,0.1,1.087,-19.359087567261017,0.01145741453360308
1,50,0.1,1.087,-21.102606605213406,0.0076980932109799
2,50,0.1,1.087,-21.50132518207442,0.007027561837666445
