nonstationary level,time series length,observation noise,process noise,evidence,significance_level,bayes factor error
2,200,0.2,0.1,-8.90529194969115,-6.771935630205154,nan
0,200,0.3,0.1,-17.098032431448264,-50.26290850736257,nan
1,200,0.3,0.1,-15.578849687697927,-35.13141489762642,nan
2,200,0.3,0.1,21.212452154551876,0.9924359431450267,nan
0,200,0.1,0.0,-18.80813592185377,-74.99999998330279,nan
1,200,0.1,0.0,-18.807571519314116,-74.99012378002278,nan
2,200,0.1,0.0,-15.09058915080216,-31.28932119200794,nan
0,200,0.1,0.1,11.311067422610957,0.9260576485110321,nan
1,200,0.1,0.1,-18.807870128159585,-74.9953488298884,nan
2,200,0.1,0.1,30.617316476285495,0.9991325022593438,nan
0,200,0.1,0.2,14.855498694831123,0.9673073495875897,nan
1,200,0.1,0.2,-5.001503434050745,-2.1633725621575426,nan
2,200,0.1,0.2,12.357207055091324,0.9418861973149101,nan
0,100,0.1,0.1,-18.781165313843985,-74.52948637856504,nan
1,100,0.1,0.1,-13.926238675904212,-23.69584368621337,nan
2,100,0.1,0.1,-17.965573165696334,-61.59754723836194,nan
0,200,0.1,0.1,-14.670467859976208,-28.312090036965312,nan
1,200,0.1,0.1,-17.995865712913588,-62.03569874208964,nan
2,200,0.1,0.1,4.639327773958685,0.6563888701041288,nan
0,400,0.1,0.1,-18.80813579092888,-74.99999769216353,nan
1,400,0.1,0.1,34.17084775571914,0.9996172499779162,nan
2,400,0.1,0.1,3.589433073494731,0.5624207771304226,nan
0,200,0.0,0.1,-18.778260192265094,-74.47897941215335,nan
1,200,0.0,0.1,-18.707938725761622,-73.26665654214919,nan
2,200,0.0,0.1,27.432571607331777,0.9981938956473276,nan
0,200,0.1,0.1,-1.8578824849369304,-0.5338689229840836,nan
1,200,0.1,0.1,-12.973180397398945,-18.829786563831554,nan
2,200,0.1,0.1,-14.140682562888948,-24.9458711072881,nan
0,200,0.2,0.1,-18.464421312866985,-69.21697750389836,nan
