evidence,significance_level,evidence_DLM,significance_level_DLM,posterior_weighted_theta,posterior_weighted_delta,prediction_skill_ns,prediction_skill_DLM
-16.118846522860895,0.02385769503031956,-16.033865435708318,-39.122366766248795,0.08305308714119662,1.446854025606138,0.06320457641636912,0.06320457641636912
-8.997252067043382,0.11187862402200877,-7.5695563151138545,-4.714202561275801,0.04065190765529326,2.6905351827121486,0.06885991382721968,0.06885991382721968
-17.137832160342768,0.018962791223444093,-10.461982316472094,-10.122392877599923,0.16581620522356683,2.179899509027812,0.06698610645605207,0.05217116625084672
7.824341187017803,0.8583461606013741,8.87900775424971,0.8705508435927137,6.00833661438235e-05,3.0500143119566783,0.07170888680665721,0.07170888680665721
-16.78053283232508,0.020555430621102048,-16.096135468499085,-39.70179352609592,0.015813740574325597,1.2635929192931619,0.02991399617118018,0.02991399617118018
-7.914064432887569,0.13916043457061233,-8.756998935535968,-6.511036865048213,0.0019477308747095677,2.856262373201454,0.028418262836554353,0.022084826095175925
-20.687383771304052,0.008463892849720853,-17.21616950169785,-51.67650471534411,0.028104919952799318,0.6879256186216386,-0.00018872468408148713,0.0033833907415348197
-4.87861152730304,0.2453919369445078,-3.7951172664490795,-1.3961374484116278,0.0032982939001539105,2.9266155683338146,0.04847212241728471,0.04847212241728471
-5.422901066468273,0.22293060629935155,-4.833392046807378,-2.043261029518483,0.0028256166514634314,2.4612852813046464,0.05828279070140219,0.05828279070140219
-7.429532389644806,0.15307125240984779,-5.133252845204337,-2.2608084257465975,0.0005442810559969408,2.765055024941619,0.054702778455885115,0.054702778455885115
-6.648112593995106,0.17787893371941998,-5.537563980294252,-2.5789563202491768,0.00022671829851616138,2.9883641280344473,0.05356279746045056,0.05356279746045056
8.907680042216334,0.8860556035712784,9.839342784323318,0.8962314563642889,0.00010002305217058552,2.866991048636039,0.05940129132959315,0.05940129132959315
-11.970836767938772,0.05972694664342289,-11.51822203633042,-13.184766908380421,0.0008001680246986779,1.7425230258989124,0.057921504347650976,0.057921504347650976
-12.292248143733374,0.055703631013279346,-13.480579353862153,-21.287324449261007,0.0198890019416153,2.355333478185964,0.06086215035394171,0.05056627222439003
-18.161548685080156,0.015040541985669008,-18.05844515058572,-62.95058403333711,0.0034239168564801155,1.0084435217424896,0.029948442499027284,0.029948442499027284
5.967741063193244,0.7980454955246478,6.834778646491671,0.7927368304121112,0.0011992483859100162,3.454545843365839,0.08989447320221533,0.08989447320221533
-14.057008500322903,0.037806089154122605,-14.005100301337611,-24.148380931053865,0.00068952723100153,1.9328762234113772,0.049312251157026865,0.049312251157026865
-16.302072452037528,0.02289465707383931,-16.445198627510077,-43.10825358673599,0.00614939004735903,1.2113319443927808,0.04372923035076337,0.04372923035076337
-15.65832532560236,0.02645593298928305,-14.210060884212245,-25.363683450987413,0.0498097962973689,1.7396643165436487,0.03679293627890445,0.03679293627890445
-19.15842204904997,0.01199272670142899,-15.257119215695433,-32.551498490253095,0.0005095700294483171,0.9374392109749784,0.06213831523365243,0.04553774810893563
-12.690088209157278,0.05107663965617113,-10.20324933256365,-9.479122886208215,0.017344839063243526,2.192177336463282,0.01969430827652019,0.03752079198582492
-6.981479422276223,0.16692973089733723,-2.971867859525083,-0.9823794451487347,0.040125210063477204,3.1256962034758686,0.09841794506258916,0.09841794506258916
-3.979691600646249,0.2857005872251999,-2.0480938873302215,-0.602541882828993,0.001573322525138991,2.461838024380629,0.07293568947774764,0.07351208228907147
-19.901890849641248,0.010124913208260545,-19.625612533343016,-90.74053180421615,0.4963596153861578,0.8705305080841744,0.03457005830877269,0.01601684522101432
-19.981997692123155,0.009941707841507585,-19.855473254984986,-95.72691251788382,0.06873379664626088,0.8140655117388843,0.01974683925885845,0.01974683925885845
0.05344812775542508,0.5030766827228277,0.13000280528816505,0.02949065964694375,5.795726055199246e-05,3.3659361035856277,0.06380944484240092,0.06380944484240092
-20.76502214707174,0.008315176123020712,-20.921904264833444,-122.64894820764738,0.15561979799854875,0.6126924091889268,0.01929004231465481,0.01929004231465481
-15.552057106652775,0.027093517143677127,-15.474658631501622,-34.27490583943408,0.00017551407384603577,1.1674360731044562,0.06176317708098178,0.06176317708098178
-11.788312871063463,0.06213134218578233,-11.437457304360121,-12.923413799803074,0.0004594519215553413,2.6424481107879534,0.1002007566485068,0.1002007566485068
-18.263461510849165,0.014696831943488807,-17.876551191536677,-60.327479949322125,0.0014110424301988775,0.9538190428161379,0.0723536176266335,0.07222710569912738
-7.521494122167393,0.15034624003060063,-6.068614045545157,-3.0444680087980025,0.001936848579242184,2.1976533769210342,0.037223443885558316,0.04320745182365626
-14.412155945164415,0.03494122831476091,-14.179174266762306,-25.17685254894897,0.1802402517941779,1.7611159371867604,0.015254812273715945,0.015254812273715945
4.202939090308541,0.7246732899358357,5.214188143691263,0.698989818484661,0.002984701598109949,3.0781447625814966,0.08545211246327489,0.08545211246327489
-14.981887914653157,0.030777593143203823,-16.650135135966636,-45.23954091663242,0.005928321697793974,1.2466033239402885,0.04842575676341965,0.0387898677515528
-15.248250730741951,0.028999750952159432,-13.195126698602655,-19.869530066065792,1.5961362785283044,2.1323726326698096,-0.010721853395499803,0.0021008877307138185
-16.775598778831924,0.020578316234779317,-17.12715156145038,-50.60777745927966,0.05836893953562907,1.1602158797236461,0.015644085631731586,0.01422799021029153
-16.928636580608188,0.019879964701340628,-17.84893684813254,-59.93877010138233,1.9001689800754207,1.7061690429412317,-0.011557560707103676,-0.011557560707103676
-4.426711219203164,0.26516612703783377,-1.0623804073139338,-0.2771386282321453,0.015456312145562841,2.7443158522078703,0.08056894591528296,0.08261667326172317
-6.835436947206,0.17165863494676423,-5.331514854544564,-2.413119432483579,0.013078245055428749,2.684879666008413,0.0495996705625259,0.0495996705625259
0.05584570121207674,0.5032146926816232,0.4102247402455159,0.09013381266350617,0.0004202147516891318,3.029149542500673,0.07316160113755998,0.07316160113755998
-12.445338985279195,0.05387820853932773,-12.479659402019665,-16.69970141933447,0.18764125351954178,1.9140488895976764,0.041550250247644804,0.041550250247644804
