evidence,significance_level,evidence_DLM,significance_level_DLM,posterior_weighted_theta,posterior_weighted_delta,prediction_skill_ns,prediction_skill_DLM
583.9860815365487,1.0,591.0849061453208,1.0,4.7339500751957615e-40,80.66461064504658,0.9681902697055078,0.9681902697055078
621.9597392331685,1.0,636.8458437762886,1.0,1.1770428881948058e-48,92.82369699519595,0.969015927745327,0.969015927745327
612.2094156260492,1.0,639.6012634840467,1.0,2.484608550350546e-41,92.67402192715954,0.9704317615753482,0.9704317615753482
588.3623335374705,1.0,612.5624098094208,1.0,2.877491481065008e-38,84.57635029884113,0.9711821409041363,0.9711821409041363
596.1059784076001,1.0,597.9728821075944,1.0,3.8057751681874577e-45,87.05239537379207,0.966141947803989,0.966141947803989
623.5518281557887,1.0,640.1082667650525,1.0,2.2517302516512745e-34,85.69127883809672,0.9742378379087914,0.9742378379087914
561.3534041485997,1.0,565.6324861297337,1.0,1.031562927878912e-35,75.04758710220202,0.9659027884854229,0.9659027884854229
590.3491783937584,1.0,592.0535080762038,1.0,1.2011078330126762e-39,81.31674194547458,0.9684790432733261,0.9684790432733261
597.1304566470677,1.0,638.5959757017102,1.0,3.227472781096105e-38,81.89632978648477,0.968925175141394,0.968925175141394
619.0353431036415,1.0,619.9877545953138,1.0,3.058006931252e-46,82.16811913266947,0.9668685627775105,0.9668685627775105
570.5312204508419,1.0,645.6079443068418,1.0,2.206706909797022e-36,85.22349264328354,0.9730873862640842,0.9730873862640842
619.284101468527,1.0,621.8727140808535,1.0,3.3752968361147064e-45,91.814846531299,0.9675997270806787,0.9675997270806787
592.1813524926889,1.0,613.2962774319672,1.0,8.963219816023038e-43,83.33408424776191,0.9675272830259481,0.9675272830259481
601.0019030482432,1.0,677.3634013253848,1.0,1.2971736688908479e-40,91.54745050949442,0.9755482525011905,0.9755482525011905
636.4796360738393,1.0,639.4952365168483,1.0,1.990227272932943e-40,90.8290478558969,0.9708608471846247,0.9708608471846247
653.5430468840364,1.0,658.7061160223221,1.0,2.694130380024011e-43,91.73344592739564,0.9694395173720317,0.9694395173720317
567.410576739293,1.0,598.5500147259168,1.0,1.4476665246406116e-40,88.79625545564696,0.9686302172645326,0.9686302172645326
652.119505559305,1.0,654.4084832600994,1.0,6.697772080456006e-48,95.51716015173947,0.9714706251844987,0.9714706251844987
582.4848980692246,1.0,591.9438036353313,1.0,9.645878501123516e-43,76.79441981013633,0.964797836200182,0.964797836200182
627.4793634166342,1.0,628.2507585102094,1.0,3.1703049135990414e-48,94.31111383259474,0.9733986270095408,0.9733986270095408
563.5681321244526,1.0,574.9117802900789,1.0,6.8930310186292655e-40,79.45317004615174,0.9615677315591279,0.9615677315591279
628.5666311176443,1.0,629.2098797507184,1.0,2.7223714951528712e-45,82.14983311925326,0.9742074139704577,0.9742074139704577
598.9234754914415,1.0,602.9814822015625,1.0,1.973300022851964e-43,71.85859923128025,0.9644681322770042,0.9644681322770042
641.2294733088681,1.0,646.7396282339398,1.0,2.749826408579277e-34,89.59571122725157,0.9723901724558258,0.9723901724558258
610.8812815950685,1.0,612.4738325234948,1.0,1.9724239903031267e-38,69.00708399705783,0.9662007095215551,0.9662007095215551
574.8782660866091,1.0,579.0700056349856,1.0,1.3776776059672995e-39,90.46705695249605,0.9651818177401149,0.9651818177401149
640.4821221405733,1.0,642.4458178035725,1.0,9.395626442198504e-42,87.33387156673953,0.9691781669339334,0.9691781669339334
596.7896835914373,1.0,683.7916248232154,1.0,1.6778784961055865e-40,84.68030900935634,0.9710969496779305,0.9710969496779305
571.4532448424137,1.0,619.1095525783344,1.0,2.041552109836032e-40,87.86133029668815,0.9683285845349935,0.9683285845349935
585.2307042567955,1.0,585.8986889960189,1.0,5.7000589299738205e-43,74.32244973469801,0.9649738579850664,0.9649738579850664
590.7201891496682,1.0,603.3700258312177,1.0,3.935501186961362e-39,80.56919223403199,0.968477750556596,0.968477750556596
635.4033609702519,1.0,640.2269370879754,1.0,1.4093336492350185e-42,88.51950159738058,0.9714578958808626,0.9714578958808626
579.3643238915414,1.0,622.2410096854933,1.0,1.0664015730090739e-41,71.34928401816171,0.9673562382207522,0.9673562382207522
632.762777896326,1.0,633.8683940321356,1.0,3.824847587881292e-43,91.07405743142318,0.9696509550399068,0.9696509550399068
615.5216250880992,1.0,617.0080613632463,1.0,1.1077122104786355e-44,91.96646621552578,0.9716876379851677,0.9716876379851677
635.3086216253711,1.0,638.3881980778363,1.0,2.9414130916034287e-48,94.35668972630538,0.9709098137131783,0.9709098137131783
618.8491101215338,1.0,641.5582507440354,1.0,5.726283503463203e-35,84.35026070496974,0.9707335881413304,0.9707335881413304
582.3129692469084,1.0,636.7221308520182,1.0,5.5419373289063616e-39,80.18725536530461,0.9675862635072118,0.9675862635072118
607.0041226058429,1.0,655.4943298085259,1.0,1.4769152437034203e-41,86.6314685720466,0.9687132335802255,0.9687132335802255
599.0094460354125,1.0,617.8245133007332,1.0,7.45408434239094e-46,75.32105893998624,0.9660487752035829,0.9660487752035829
611.1874023596841,1.0,615.4587062213001,1.0,2.920125697897842e-38,83.53419397505266,0.965621745111939,0.965621745111939
649.615882037,1.0,654.4032148321112,1.0,3.604811254040076e-45,81.2537987714071,0.9744822377348302,0.9744822377348302
582.9503229799682,1.0,603.5682880391792,1.0,5.1213117545336474e-46,87.58017850968872,0.9670523529948882,0.9670523529948882
625.6179180031249,1.0,652.6902049569516,1.0,2.4719276517617977e-50,90.73666589631286,0.9734168498094511,0.9734168498094511
604.2504945473253,1.0,605.4046464971957,1.0,1.2561032299194052e-45,89.0527904545017,0.9665430919719216,0.9665430919719216
594.489070109748,1.0,633.3883811090122,1.0,9.983837104294881e-39,83.25029287463497,0.9708779003593871,0.9708779003593871
576.893993024198,1.0,580.8363674528521,1.0,1.578547081128294e-39,89.52404567069858,0.9687250687295439,0.9687250687295439
594.1526215364676,1.0,625.1559264592225,1.0,9.462127243139474e-38,82.78320635196556,0.9678197926339269,0.9678197926339269
615.5672649181324,1.0,630.811007255678,1.0,1.4956520239158582e-39,80.22891050922694,0.9663999506614367,0.9663999506614367
580.7746183785456,1.0,591.1385153793781,1.0,1.3254670141989323e-43,68.52950514708601,0.960523408293154,0.960523408293154
628.743817894096,1.0,643.7589225319214,1.0,9.914000723155302e-48,94.40181916987606,0.9715658423923405,0.9715658423923405
596.1617269981832,1.0,598.8605310074528,1.0,1.2273410277475386e-40,88.20973426792312,0.9717238353827093,0.9717238353827093
597.6570383526039,1.0,604.5202207986192,1.0,8.104020252345995e-51,89.10877213948247,0.967879679770214,0.967879679770214
638.057507968876,1.0,638.6968724631542,1.0,2.2701962223489867e-51,83.16281503642601,0.9691057464356159,0.9691057464356159
574.7321458692705,1.0,600.5705746513978,1.0,7.445809661053429e-37,88.56337600826598,0.9698085595834942,0.9698085595834942
593.914200298025,1.0,595.6526399241634,1.0,9.555360735389168e-41,73.10795174879155,0.9655654168747376,0.9655654168747376
625.1439155980883,1.0,627.4439814887602,1.0,1.1706985257031493e-42,91.6072012577084,0.9692099403024603,0.9692099403024603
605.3216403653679,1.0,607.5842422165703,1.0,1.1002671494899045e-42,88.91655766341039,0.9668027783183616,0.9668027783183616
643.0986455875241,1.0,682.7525517275616,1.0,1.7444984601734035e-45,94.09482367145327,0.9736501289565135,0.9736501289565135
598.7710640948496,1.0,608.9204581170542,1.0,3.82763757129321e-42,76.35241828882369,0.9635651866357611,0.9635651866357611
615.9696787785401,1.0,619.7321912102213,1.0,8.174146556624185e-48,85.01616986210604,0.9646379979862637,0.9646379979862637
571.3178138175612,1.0,574.4045214842641,1.0,1.8386223147736838e-45,76.88405728724601,0.9609454835772089,0.9609454835772089
600.5395105222534,1.0,601.1275065141864,1.0,3.2360966853763205e-38,80.92164059684946,0.9678331633560302,0.9678331633560302
645.4449250568439,1.0,646.5921704094081,1.0,3.261728509720814e-44,91.78779308442836,0.9712564066730912,0.9712564066730912
551.9516822214276,1.0,595.3177174639551,1.0,1.1329045955484772e-37,88.71603809704928,0.9647530820338561,0.9647530820338561
591.2311300698123,1.0,621.0687683549659,1.0,1.4162816521552163e-38,89.31408789696022,0.9702500113586169,0.9702500113586169
451.5169639086304,1.0,625.3969527311666,1.0,2.638995712012947e-29,80.79964401584799,0.9745649244930527,0.9745649244930527
626.1978355947991,1.0,631.6789750197496,1.0,3.036435992455091e-47,94.77595732007269,0.9729998513595927,0.9729998513595927
660.4554859180382,1.0,662.0083201866214,1.0,2.0983111916813215e-44,86.88777265457736,0.9730800702161236,0.9730800702161236
641.1173902608074,1.0,642.4375082910071,1.0,2.4729489730369523e-49,85.43567440422999,0.9694524325873637,0.9694524325873637
580.6700004404958,1.0,623.0844464843257,1.0,2.815142020746391e-40,80.53611062472726,0.9701110092194223,0.9701110092194223
619.9065285926953,1.0,624.894060162962,1.0,1.0586399666562865e-45,90.90670001574983,0.9651881543512696,0.9651881543512696
585.8880272145494,1.0,588.4700779868853,1.0,3.383062473789866e-39,79.23116788394722,0.961804975259353,0.961804975259353
672.9359555788824,1.0,693.855231159398,1.0,4.8128452851531965e-46,92.30801712980826,0.9734008214851012,0.9734008214851012
573.9762426635089,1.0,652.534895228573,1.0,1.7934041357668355e-39,87.4346038524503,0.9693075831228954,0.9693075831228954
642.3351222631418,1.0,650.4786552265892,1.0,3.995783002622776e-47,77.70478261318704,0.9723889313952712,0.9723889313952712
622.0050774074185,1.0,681.5212354567095,1.0,1.1205308719466191e-48,82.53441989045194,0.9694704666409109,0.9694704666409109
545.0585693225787,1.0,603.5220770105504,1.0,2.2302936164909797e-37,71.79063666108159,0.9682934356272841,0.9682934356272841
627.8300658548649,1.0,629.9349374810199,1.0,6.967805738559354e-46,83.87935543855886,0.9677297021676703,0.9677297021676703
590.0004677284378,1.0,591.0297721908207,1.0,1.187785547604664e-46,80.42284269847377,0.9653796755834462,0.9653796755834462
640.6110566249465,1.0,665.408046715979,1.0,3.3009528946004914e-51,76.70623092878365,0.9718963010714685,0.9718963010714685
581.3532113831654,1.0,620.9735481789952,1.0,4.3629868982196056e-46,78.16509756226375,0.9691142235414721,0.9691142235414721
595.8862150974109,1.0,619.0045512080367,1.0,4.260206328249932e-40,78.46406861400294,0.969678693548709,0.969678693548709
609.6426653588725,1.0,669.6486865982131,1.0,5.3968469930599286e-42,87.61707997656498,0.9730618346735981,0.9730618346735981
586.1476967722087,1.0,604.6988191831063,1.0,3.353434279717262e-37,88.9841017943316,0.9682999780022649,0.9682999780022649
580.0180601374149,1.0,637.1897640590403,1.0,9.631406996461204e-36,83.47840686226897,0.9695441816861025,0.9695441816861025
637.6854060723746,1.0,648.4309072321769,1.0,3.432607363701018e-43,91.29979132875569,0.9670792712972933,0.9670792712972933
599.5766049029577,1.0,607.1572162967595,1.0,1.4213893609417247e-42,90.79694200914219,0.9654570694435017,0.9654570694435017
598.92247449667,1.0,608.3502549237394,1.0,3.316916729617979e-44,80.98784304430518,0.9679216072264333,0.9679216072264333
615.8154719761638,1.0,627.1583427158346,1.0,2.3687440492638953e-41,87.0036157112693,0.9667404257369856,0.9667404257369856
629.5406612600235,1.0,641.1253905282499,1.0,2.2181636163731697e-41,89.70408226784168,0.9680621823276062,0.9680621823276062
622.0340938207016,1.0,622.8248078763868,1.0,2.341345531141879e-45,85.50758040884149,0.9692469759795573,0.9692469759795573
666.0277732095007,1.0,668.1646773976204,1.0,2.2277746101998826e-52,93.29470241753566,0.9728209492834761,0.9728209492834761
634.7670026476115,1.0,642.9748760984965,1.0,1.8859179836111237e-38,77.18817361493072,0.9680335807789229,0.9680335807789229
