evidence,significance_level,evidence_DLM,significance_level_DLM,posterior_weighted_theta,posterior_weighted_delta,prediction_skill_ns,prediction_skill_DLM
-15.797591835416986,-36.997863959090004,-15.796111604107644,-36.98491513148816,1.228943430341183e-10,0.0001482264270776085,0.9835484658645309,0.9813580335271319
-15.791196289616984,-36.94194839023176,-15.76565805997709,-36.71948947265516,2.594503688700609e-23,0.004057714612572412,0.9809522032110628,0.9766777868730429
-15.780190647674335,-36.8459198048666,-15.791211381661538,-36.94208024145124,3.335441836997716e-22,0.010738783312178255,0.9840756859920026,0.9802161186383737
-15.795217709331022,-36.97709761952226,-15.795700188557335,-36.981316917552434,1.8287176561603417e-15,0.0016007399487597183,0.9845802505429484,0.981040664224607
-15.79729995034607,-36.99531024565846,-15.796204758587056,-36.98572990190125,1.2101728393779192e-21,0.00032572794947652414,0.985623152465108,0.9831199017741911
-15.797639710909477,-36.99828283995391,-15.791579070358546,-36.94529268489879,1.7411374471759803e-17,0.00011946625680373915,0.9849845275114313,0.9800073097141829
-15.788966313856536,-36.92247130494364,-15.016331742050028,-30.7419186448632,9.754549279701935e-24,0.0053901042363946475,0.9835306529583275,0.9791655304985485
-15.796265224282282,-36.986258771056185,-15.795171742649156,-36.97669566370682,1.6496949801760354e-26,0.0009590711226918476,0.9862473924460826,0.9808482769255593
-15.79731579264834,-36.995448846150225,-15.789253020772627,-36.92497490426326,6.819311195032586e-28,0.00031615233959335977,0.9850368908236368,0.9791606965512719
-15.79772284056026,-36.99901018380613,-15.79659113429158,-36.989109501839145,2.343955829411439e-17,6.864891488444755e-05,0.9851469937636388,0.9825306023280216
-15.742884584105727,-36.52221420573009,-15.789464032107361,-36.92681761567745,3.812233655703258e-20,0.03373119649262592,0.9810565361308287,0.9765653016674585
-15.79676721366592,-36.99064975494251,-15.78814046165924,-36.915260672525704,4.864863324432409e-21,0.0006500238749897735,0.9822796241876055,0.978121468246537
-15.795602342141713,-36.98046120926883,-15.790788341613823,-36.93838453764275,3.084020659125127e-18,0.0013618066118354247,0.9831168496654427,0.9797787171959799
-15.797409114119748,-36.99626530351668,-15.79528359915143,-36.97767380071458,6.785413573906109e-28,0.0002595490457341627,0.9852588369913307,0.9816749132798318
-15.771753039586407,-36.77246295659012,-15.788169470581598,-36.915513930297166,9.419903521395945e-18,0.01584757711363909,0.9831089524942354,0.9799623129473913
-15.79739343360162,-36.99612811548502,-15.796177083982261,-36.985487845702686,1.7684126959533362e-15,0.0002689340618187184,0.9862455563690185,0.9830937239550825
-15.797290526453834,-36.99522779853199,-15.79599536140746,-36.98389844576138,1.2499191260764431e-26,0.0003318685946792759,0.9841478361868998,0.9819860359372
-15.797354314575909,-36.99578586733764,-15.795531603312746,-36.97984258030142,1.0253093065727196e-19,0.0002939582157535074,0.9842305944656425,0.9802609724123423
-15.79728051791404,-36.99514023667545,-15.795955526814751,-36.98355004939716,2.6665103302771707e-23,0.0003382886806392717,0.9831001477869274,0.9796085936672698
-15.778117862434016,-36.82786114883958,-15.454052458173493,-34.10793178255253,4.733093800972505e-16,0.012020822695036302,0.9858431494481122,0.983959885043934
-15.795835199592549,-36.98249767780542,-15.794740966924529,-36.97292895057612,1.2486132295363564e-18,0.0012239177089491688,0.9824584020629751,0.9797122017003814
-15.796910591660325,-36.991903999080996,-15.79685054670863,-36.99137873192573,2.1208999768905372e-19,0.0005617346520065134,0.982135981607706,0.9797437858060736
-15.772108613874096,-36.7755556660318,-15.7884990500574,-36.918391390153666,9.855448411565817e-14,0.015718523994833845,0.9838666143361465,0.9819680028657694
-15.797399682992868,-36.996182791022285,-15.79635499622002,-36.98704398372737,4.383500734090943e-13,0.0002654436932282078,0.980635027330747,0.9772106634457841
-15.764677420405766,-36.710973350588716,-15.767674428894214,-36.73700617342188,5.728528333008042e-27,0.02047334245619993,0.9846631829550384,0.9810239656977473
-15.797341570211119,-36.995674368926935,-15.796679146165879,-36.989879377291984,1.3292377589686622e-20,0.0003003731910971281,0.9861821330156834,0.9826875758177243
-15.797023847408429,-36.99289476866098,-15.778484625470501,-36.83105585833724,8.987178355139789e-21,0.0004998082637898473,0.9854278956678799,0.9810544091523067
-15.7772783876012,-36.82054987277649,-14.710900962982901,-28.58626182890269,2.1782612419384776e-15,0.012483817254836974,0.9846010176705478,0.9822215227849773
-15.79605747144452,-36.98444167122435,-15.790012831652616,-36.931610569833126,5.491994631715083e-19,0.0010815475142656108,0.9826363478378388,0.9801156510589671
-15.796532879848828,-36.98859993525366,-15.795872014489692,-36.98281965465068,2.7831184523539084e-18,0.0007938085826488288,0.9874877221446441,0.9844072184600198
-15.796479465197272,-36.988132709572746,-15.796776186832622,-36.99072824932818,2.3648022206810063e-20,0.000827378490142074,0.9840392577710465,0.9814430271794717
-15.780960908780038,-36.85263272122239,-15.780898919172738,-36.85209243043144,2.3792890670978836e-26,0.010387727593948806,0.9838639125030249,0.9811054998517262
-15.797746817581857,-36.99921997362407,-15.79754301530675,-36.99743681816191,2.278248170537313e-18,5.41061341158716e-05,0.9856470317758522,0.9834220353080108
-15.79645768534755,-36.987942199727115,-15.795844939607903,-36.98258286206192,5.666955375351498e-21,0.0008396027503226356,0.98582399094159,0.9820623900765002
-15.797080579159807,-36.99339107189025,-15.797401530466356,-36.99619895446856,1.1826963507972634e-16,0.00045869079710841594,0.9843548491230383,0.9805859587202618
-15.797573240438123,-36.99770126580378,-15.796067966282676,-36.98453346171815,6.660942823077681e-18,0.0001595071748459894,0.9842843117144849,0.9821779960375316
-15.561029936638832,-34.983466043031754,-15.75694262861925,-36.643869819201036,1.43334897420915e-18,0.14447858705066002,0.9847689573735129,0.9816479676873991
-15.797418361393746,-36.996346207664615,-15.796515399524779,-36.98844703169898,7.574567958635465e-22,0.000253728211050081,0.9844320176029998,0.9820521781056744
-15.797051107324329,-36.99313324425986,-15.790497406143643,-36.93584311644026,9.478026030677331e-24,0.00047753746566038974,0.9864997596962173,0.9823701258817918
-15.781578015716928,-36.858011740040475,-15.789836211327179,-36.93006798583642,2.82530504419591e-19,0.009870526858100729,0.9869439700520709,0.9853472727984317
-15.796547218040127,-36.98872535446456,-15.79560097705075,-36.98044927110743,1.6561725286802034e-25,0.0007859141663461789,0.9811194938187129,0.9782832206738612
-15.791686607804971,-36.94623227556126,-15.794330204082987,-36.96933757853834,5.42111964620756e-17,0.0037476638241916065,0.9830772216532884,0.9803492051359148
-15.796919182018218,-36.99197914725552,-15.79415329775726,-36.96779095994728,2.697159091099291e-19,0.0005595338981364959,0.986011409558225,0.9828948727886822
-15.793068721963532,-36.95831034085282,-15.792690371977052,-36.95500362127775,2.047357319007247e-23,0.0029186974808917123,0.9862216135788475,0.9832932444034732
-15.774213151664593,-36.79386567301196,-15.778900149428438,-36.8346756285063,5.689653804981883e-21,0.014360710631626836,0.9816296140567535,0.976294206230907
-15.79755850842838,-36.9975723713372,-15.794406585339036,-36.97000536763528,5.487313017152883e-22,0.00016833871167068305,0.9836967556334774,0.9791604561627758
-15.796524742597665,-36.98852875717005,-15.796013860582443,-36.984060242033195,6.573893930924436e-21,0.0008008298156833068,0.9883626563138623,0.9863354845291903
-15.797709554824737,-36.99889393917299,-15.795669839429776,-36.98105149953483,4.29986313687748e-21,7.666364235457159e-05,0.9826588279544757,0.9786527391074203
-15.797444080570921,-36.99657122495002,-15.792120153293522,-36.95002054358578,3.5199729198579704e-16,0.00023807168295170045,0.9833051181331616,0.9804143169943774
-15.76902599705811,-36.74875213741502,-15.642314825549946,-35.66329409706857,2.159372230054923e-22,0.01760165176385869,0.9882062965277668,0.9861519307820458
