evidence,significance_level,evidence_DLM,significance_level_DLM,posterior_weighted_theta,posterior_weighted_delta,prediction_skill_ns,prediction_skill_DLM
-27.33740023812164,0.0018427183284144642,-24.327698102568334,0.0036781534439666087,4.32766806444946,0.0004016066407773597,0.9598573540177617,0.7242483344712985
-27.066110862136906,0.001961265147425019,-22.844669759998915,0.005167529633338022,3.8467824401363764,0.012238607608935215,0.9389475816598554,0.7436242093200287
-27.320207781080754,0.0018500140508586375,-23.95449850001897,0.004006881399531349,4.214277161075934,0.0011361248450256442,0.9540695970420391,0.7450386279986113
-27.13634844550991,0.0019298618338458701,-24.167717334010096,0.003815645187891886,3.6930363969948603,0.009209671295983825,0.946492148827133,0.7330904652815023
-27.32356314494688,0.001848587921215843,-23.414434205497074,0.00453505491778761,4.085496745456748,0.0009912050457616703,0.956628673715,0.7280184744164797
-27.295790200230297,0.0018604253775949783,-23.724849064583896,0.0042235432666564285,3.776174488875257,0.0021802967257349994,0.9485939141592561,0.7466682894581319
-27.294455035841704,0.0018609963570352607,-23.167423071954953,0.004799195164750625,4.392387705475512,0.0022558732960315975,0.9547941917771747,0.7315404582141947
-27.306380949509705,0.0018559024624117695,-23.355180447828012,0.004597067399013492,3.917418707910854,0.001725913720083379,0.9535412154010676,0.743431946980503
-27.264171869186598,0.00187399394926012,-22.43539690818643,0.005675296276964831,3.714118845923157,0.0035446679394797423,0.9426481692586816,0.7236117187872371
-27.25459987734503,0.001878121082176275,-23.337077208250278,0.004616181281497536,3.8621654470962854,0.0039601622425769565,0.9425882412622323,0.7275251252025036
-27.325379453845258,0.0018478163936292335,-22.718299302094863,0.005319291186611496,4.4134559283261625,0.0009134517785777117,0.9603366751758429,0.7336837251642534
-26.982379187416782,0.001999368738108655,-23.77934090931747,0.004171100314783209,3.8027984354092483,0.01602921207572854,0.9418163282641553,0.7145780858754777
-27.28428163871739,0.0018653527305567154,-22.845543016806612,0.005166496045512146,4.43244828132401,0.002671275077077201,0.9556931336016756,0.7214218587027577
-27.26667805382197,0.0018729148597427425,-23.65216965201183,0.0042945131323816,4.135234129633219,0.0034710080669029643,0.9611877507346048,0.7328138019311441
-27.134478860262362,0.0019306911905547304,-22.986354993461404,0.005002493041970239,3.7779671264047083,0.009234533802914004,0.9448331224970536,0.7341730084032307
-27.25065413666307,0.0018798249972779603,-21.64147183524968,0.006805921538348273,3.7235978350088037,0.004123533292906155,0.9496718555439925,0.7261283703077641
-27.328110718150477,0.001846656818363358,-24.337859096868005,0.0036695894337820125,4.316007538276348,0.0007972986867893485,0.9513021253398957,0.7399154305192388
-26.95667384196373,0.0020112139707086814,-24.16860485788483,0.0038148684769976535,4.249552206882884,0.01731828515942371,0.943912285827408,0.726155244509274
-27.043184405827603,0.0019716255980954285,-24.28329038479982,0.003715815974760579,3.5938232024562806,0.01335096201543036,0.9380405855329544,0.7039989152678732
-27.207083590183455,0.0018987432519387876,-22.054351095500397,0.006192516226878379,4.37213761970899,0.0061524576941017275,0.951245193939861,0.7127399120092996
-27.262929734520675,0.0018745290059543906,-24.287595675140295,0.0037121478684072093,3.6923123849051493,0.003590182824500972,0.9408623746389354,0.7368953630590495
-27.259850160266875,0.0018758562081227133,-24.841524020645135,0.003269079851380249,3.83580796304273,0.003726400600381183,0.9397307149491541,0.7402891390726913
-27.247269835040605,0.001881287691665436,-23.658642564692197,0.004288144598775476,3.745704516806523,0.004265282017238336,0.9418994269673426,0.7177808057029693
-27.151997029516895,0.001922933978135646,-23.871426164842976,0.00408394717726479,3.8357623288874816,0.00843947426426408,0.9381575563725826,0.7107105811705734
-27.16233828574692,0.0019183693808934655,-23.61317822598211,0.004333075514428785,3.699201488328974,0.007965351267492546,0.9358250598419848,0.7355972915881073
-27.21501676581781,0.0018952845868486067,-23.330622731060583,0.004623015202798691,4.187896461995382,0.005685615883295918,0.9453270751024907,0.7524232181351819
-27.18673386900206,0.0019076440512325575,-24.400379755008803,0.0036173304947065867,3.71423742851794,0.006966615816036227,0.9433676155260691,0.7174846312576343
-27.19468772704215,0.0019041601528433914,-23.24768137201296,0.004711733808864579,3.7259687627889804,0.006562845199750277,0.9424574101291755,0.7602535172463238
-27.335419987652436,0.0018435571940423163,-24.521144694165336,0.0035184775205299823,4.373607328781562,0.00048591352125757116,0.9540171328135854,0.7240079583479704
-27.287385779694972,0.0018640224213247669,-24.096336065916987,0.0038786326541882005,3.866937921270031,0.002540388329751896,0.9460589214280049,0.73384569465547
-27.3421700745116,0.001840699313557972,-23.2012043307125,0.004762186890952918,3.777908885260479,0.0001988740920030533,0.9515887414372695,0.7336549541085625
-27.215146557533664,0.0018952280532363757,-24.280540584927486,0.003718160693123982,4.076009013789854,0.005687898929544844,0.9501357148787688,0.7550748960216946
-26.216312744010487,0.0023841417322802414,-20.752387190045653,0.008339200711483578,4.005762649923262,0.0545505123771637,0.9452563139203813,0.7253753089925474
-27.203426293614882,0.0019003398621260709,-22.39758519767047,0.0057246396900023045,4.2556001832727395,0.006211398262737338,0.9524959227786052,0.7443757245075999
-27.13629854342716,0.0019298839660223926,-24.62229614176578,0.003437754157677868,4.249468594627719,0.009193818646658398,0.9523669314502665,0.7214733468158826
-27.189465992448568,0.0019064466271149548,-23.39062851513721,0.004559868244481494,3.744787473905823,0.006799979579054581,0.9464499297230995,0.7502529078664664
-27.143131979669235,0.0019268556110773403,-23.35759448840989,0.0045945245506938326,3.7075005321766312,0.008815739879026393,0.944897985016417,0.7392061082065473
-27.337086635190737,0.0018428511502136796,-23.247679313727808,0.004711736031411623,4.416987885471342,0.00041565773975729735,0.9526094140552898,0.7495925918986264
-27.32546302148109,0.0018477809036930273,-23.153926736186538,0.004814060653662466,3.986135224275794,0.0009125191631405973,0.9470674464863912,0.7208096974474292
