# evidence, significance_level, bayes factor error, linear evidence, linear significance_level, linear bayes factor error, posterior weighted theta, posterior weighted delta
-14.0356,-24.3257,nan,19.4485,0.9886,nan,7.8947,0.0012
-10.4912,-10.1975,nan,20.6386,0.9914,nan,3.8348,6.1324
-13.476249109503026,-21.265113376517014,nan,-8.433354590448104,-5.971648123200086,nan,6.222426929255149,1.0950701417211854
-9.800368949998113,-8.550737197899808,nan,-9.778985594956037,-8.503827816970537,nan,0.016700246432248357,3.979751474927867
-14.036882892551237,-24.33309718801778,nan,19.586616577085966,0.9890013763337141,nan,7.894663099664288,0.00011399087941185896
-14.036923367740812,-24.333333287423144,nan,34.24287226886375,0.9996235452571106,nan,7.894736846062402,7.153811410574458e-09
-14.036910549656792,-24.33325851688635,nan,-12.87274883921383,-18.376479978379294,nan,7.878936842159566,2.7797211863824907e-05
4.215348437448544,0.6211518627174182,nan,10.870982394225114,0.9181720331451387,nan,0.09104403312637815,8.04873060533699
-13.170640992452999,-19.752197847725576,nan,25.774457285628234,0.9973542166966756,nan,6.46058047046822,2.321846984510972
30.092027280165688,0.9990209671323567,nan,41.57817144972459,0.9999304682988273,nan,7.894736412713493,7.907075958947992
-14.036923327129468,-24.333333050528427,nan,-12.629666523615173,-17.321737320893508,nan,7.894736841735079,4.412394066925545e-08
-13.864265872001846,-23.345942232618633,nan,51.05881884347512,0.9999921635725785,nan,7.894735115928707,0.15691349218234574
-14.036862340445799,-24.33297730455754,nan,12.937046558558158,0.9491494863525566,nan,7.894649094911173,0.00011762010730312067
-14.03684613546705,-24.33288277892802,nan,-13.732434486319791,-22.6180179660456,nan,7.894737808885206,7.021255367850993e-05
-14.03692067303476,-24.333317568626757,nan,14.79580582818739,0.9668548936240372,nan,7.894733487278148,6.755487391007491e-06
-14.014990674673575,-24.205717673714588,nan,-9.530404339347687,-7.975123513224162,nan,7.89473681542916,0.019935261897248778
-13.415985428933814,-20.958291337082006,nan,-13.415980084483905,-20.958264315114004,nan,3.092513534543456e-05,0.6329715741060522
-14.029121038919534,-24.28786148002891,nan,22.719899678345833,0.9946542329206939,nan,7.60767139406286,0.17562759478519988
-14.036923273001436,-24.33333273478795,nan,28.314993608863922,0.9985259892898538,nan,7.894736870824366,9.358968001288477e-08
-13.798647512678041,-22.980859866703224,nan,-13.798644353785194,-22.98084242394438,nan,2.3666514586386733e-05,0.11274385285264615
-12.60385102278909,-17.213151589666126,nan,57.52372006346008,0.9999982314066258,nan,7.8946955657388145,1.2910192228611916
-14.032095023062102,-24.30518416266195,nan,17.818335735891175,0.9834740503057197,nan,7.894736842224859,0.004388685418198672
-12.710642798356256,-17.666559537474846,nan,48.115413833566606,0.9999845667064553,nan,7.884905064230887,1.2058498590436704
-14.036922481991285,-24.33332812065575,nan,-2.0032198975311784,-0.5860686819352583,nan,7.894736905024538,8.12226006245662e-07
-14.03691324256683,-24.333274225169596,nan,-12.264896862671213,-15.845724206561034,nan,7.894707103078115,9.246754384183584e-06
-14.035841830902879,-24.32702523540253,nan,0.6303203831245272,0.13509588836772868,nan,7.8926114753858405,0.0023292273924109927
-13.803668488586636,-23.008600709451756,nan,19.661906798235727,0.9891904075510947,nan,7.894736842122692,0.21195816272529547
-13.980503182693042,-24.006350737357728,nan,6.846362629153967,0.7932889290205511,nan,7.7911709173331145,0.11846734268912641
13.699356297965299,0.9573357249804447,nan,13.6993926474568,0.9573360820695345,nan,6.646068363552162e-08,8.071723110562473
-12.810820059309131,-18.102139218689107,nan,25.22296223436436,0.9969959733817976,nan,5.7801972460378135,9.375472685960917
-13.808987578791909,-23.038023636481395,nan,65.82392850543664,0.9999997384184256,nan,7.488973049112059,0.6064789348978306
-6.7449742247321085,-3.726040319970134,nan,-6.744865082030879,-3.7259215511745962,nan,3.818240467799554e-05,5.777664270599442
-14.036747042303137,-24.332304764016154,nan,14.906670403211331,0.9676902974611389,nan,7.894737249803555,0.00016028337581891857
7.501148334386523,0.8222190729354959,nan,20.545832094565956,0.9911810518232419,nan,0.03191299623033335,6.13780264995314
-14.036820669685522,-24.332734234612168,nan,37.49924594968633,0.9998221411806724,nan,7.894551681628151,0.00024512082972228283
18.323543073071058,0.9852888815373524,nan,18.340203629644684,0.9853452087324663,nan,1.765993560999322e-05,27.247755308053243
-12.771205087540823,-17.92868782153191,nan,20.185198230536162,0.9904174702344729,nan,5.89205408676361,2.0603766281603115
10.339676712780628,0.9075232989306822,nan,16.946710320541218,0.9798010419166339,nan,0.024918720279513768,11.60083529056545
-14.036884387995114,-24.33310591118448,nan,5.900289976364692,0.742977583560831,nan,7.894736470668602,3.57085622729973e-05
-13.869714982427066,-23.376508356490813,nan,1.6134829001150683,0.3103135240675815,nan,7.579894071651025,0.5014258371368092
-9.35099405988563,-7.611908482439336,nan,-9.330518690210726,-7.571402098024029,nan,0.014098687274649597,5.459209829911283
-14.035513819647967,-24.325112423713467,nan,26.875044188154394,0.9979464958674347,nan,7.892144789390456,0.007904678160628557
-14.036916135293936,-24.333291099036625,nan,18.17859640675128,0.9847896096617216,nan,7.89473684248848,6.580893136389879e-06
-14.036923177122897,-24.333332175507785,nan,26.87839498481434,0.9979480796363496,nan,7.894736783888692,2.3500258426358305e-07
-13.896521267077915,-23.527434618342653,nan,-14.000911453646212,-24.124136563315314,nan,7.8819989702489535,0.12757252755365162
-14.017244568808875,-24.218802289338885,nan,12.09580860935163,0.9382809632980622,nan,7.858877450767054,0.03770264916729688
