evidence,significance_level,evidence_DLM,significance_level_DLM,posterior_weighted_theta,posterior_weighted_delta,prediction_skill_ns,prediction_skill_DLM
-23.336743823378026,-214.61272199094174,-20.142528693106975,-102.3362909393609,3.9438052396736434,0.06647264035076944,0.9226713222745915,0.0013087702961486203
-23.42885625066979,-219.2346381099192,-12.581407876429111,-17.119273799371793,3.6436649935738834,0.06022568973278201,0.9324734451510766,-0.005627041677070066
-17.020269617982926,-49.35318679998404,-12.771569715064096,-17.93027711418763,3.7294377079369903,0.9734153455262786,0.9410206850177311,-0.010075503143860187
-23.60264511595114,-228.22633546548917,-17.614407669999576,-56.7352122851888,3.5512786377787595,0.041909054343442,0.9217911247601982,-0.008694270665413395
-22.484226793656717,-176.18325646955844,-18.285938793666197,-66.38975529465834,3.5484003358481377,0.16622619394762136,0.9333564181419876,-0.032989957903980516
-22.532937455832915,-178.18173833169035,-14.605825636592797,-27.879027457661884,3.6911065721788865,0.16553774543747465,0.9319559356091247,0.0028321336451764267
-22.528022082082938,-177.979053973243,-15.040980047505197,-30.922581524548658,3.7045049513170714,0.15706370771091482,0.9218966951524438,-0.007408691405498935
-22.71824792317732,-185.99276021645588,-11.658597428378847,-13.650746127638147,3.706342039008494,0.13964948255340254,0.9327353971226493,0.00013111128642162573
-17.499587379342284,-55.228790000656524,-14.891899940122954,-29.845370703205653,3.642387182439108,0.9218375589583556,0.9250544225360424,-0.010075503143859743
-21.70717048397602,-147.15525093332175,-16.100893876485273,-39.74641345288837,3.537865642360841,0.2591888065773893,0.9263478815625157,-0.010075503143859965
-22.617067576499682,-181.6866271243615,-11.536962646137505,-13.246109056202503,3.583096555385706,0.15588877917820085,0.9254855382909739,-0.010075503143859965
-22.322963528856484,-169.72469789423914,-18.41860217163118,-68.48006517544347,3.6888700510445136,0.19872354745781112,0.9312376948285808,0.009950105783111618
-22.96950269897918,-197.13001385115555,-16.910470300255287,-48.09610397570928,3.51087686443947,0.11006812914380042,0.9158277135198505,-0.010075503143859965
-22.454571642751713,-174.97750835188813,-18.838304706256135,-75.52978101497327,3.515876653041814,0.17617137717203135,0.9329459064872839,-0.01753824512656177
-21.717999799059253,-147.5251432456509,-15.26386776184983,-32.60367503355768,3.754066419686396,0.2422534740554349,0.9367988861679568,-0.010075503143859965
-21.724214832218422,-147.7378444296494,-13.765559649514334,-22.798849628426723,3.565951831524388,0.2658923666588436,0.9217588412915592,0.005256241097155501
-23.42727982241451,-219.1547105223243,-20.346728911099238,-107.31108119276762,3.741464119773392,0.059109277532108886,0.9233512566268272,0.0010440705438794495
-20.973642462659793,-124.13080723547543,-11.295746973351656,-12.476424958384412,3.6353679087216677,0.3620240959207396,0.9297429875585902,-0.004857699295991225
-22.8956745918084,-193.7903595292117,-17.66914457687307,-57.467491028885696,3.72960936063887,0.11589096148899455,0.9247138139814703,-0.0027944229517282704
-23.34386035093404,-214.96632347684596,-19.359862567280732,-85.2951239197123,3.5421558129427893,0.06899036962510252,0.9225759455195024,-0.018940342712794322
-23.241170743771825,-209.91966572825135,-16.246827809967733,-41.13885987521442,3.7732235092094952,0.07744141233135203,0.931913923719892,-0.010075503143860187
-19.894916936079724,-96.60941133053794,-15.876461943403761,-37.694228712419786,3.515447397613716,0.47592010193897183,0.9252250022024646,-0.014689073994486934
